,id,translation,transliteration
1752,1641,Bēlum-nādā,Bé-lu-na-da
1753,1642,Bēlum-rabi,be-lum-ra-bi
1754,1643,Bešahšu,be-ša-ah-šu
1755,1644,Bi-ga-a,Bi-ga-a
1756,1645,Bia,Bi-a
1757,1646,Bialumahši,bi-al-um-ah-ši
1758,1647,Bibi,Bi-bi
1759,1648,Bibira,Bi-bi-ra
1760,1649,Bida,Bi-da
1761,1650,Bidaki,Bi-da-ki
1762,1651,Bidia,Bi-di-a
1763,1652,Bidianalka,bi-di-an-al-ka
1764,1653,Bidibidi,Bi-di-bi-di
1765,1654,Bididi,Bi-di-di
1766,1655,Bika,Bi-kà-a
1767,1656,Bikuša,bi-ku-ša
1768,1657,Bilala,bi-la-la
1769,1658,Bilania,bi-la-ni-a
1770,1659,Bilašinu,Be-lá-ší!-nu
1771,1660,Bilišu,bi-li-šu
1772,1661,Biliu,bi-li-u
1773,1662,Biluatišu,Pí-lu-a-tí-šu
1774,1663,Bilulu,bi-lu-lu
1775,1664,Bira,bi-ra
1776,1665,Biradi,bi-ra-di
1777,1666,Biraqi,bi-ra-qí
1778,1667,Biria,bi-ri-a
1779,1668,Bišahnahšu,Pì-ša-na-ah-šu
1780,1669,Bišahšu,Pì-ša-ah-šu
1781,1670,Bišanahšu,Pì-ša-na-ah-šu
1782,1671,Biširi,Pí-ší-ri
1783,1672,Bitawa,Pí-ta-wa
1784,1673,Biza,Be-za
1785,1674,Bizaza,Bi-za-za
1786,1675,Bizazu,bi-za-zu
1787,1676,Bizia,Bi/Be-zi-a
1788,1677,Bu-bu-ra-num,Bu-bu-ra-num
1789,1678,Bu-ga-a,Bu-ga-a
1790,1679,Bu-ta-a,Bu-ta-a
1791,1680,Buana,bu-a-na
1792,1681,Bubalia,bu-ba-li-a
1793,1682,Bubuar,bu-bu-a-ar
1794,1683,Bubuati,bu-bu-a-ti
1795,1684,Buburānum,Bu-bu-ra-num
1796,1685,Buda,Bu-da-a
1797,1686,Budātum,Bu-da-dim
1798,1687,Bududu,Bu-du-du
1799,1688,Buhanu,Bu-ha-nu
1800,1689,Buhata,bu-ha-ta
1801,1690,Buhia,bu-hi-a
1802,1691,Bui,bu-i
1803,1692,Buka,Bu-kà-a
1804,1693,Bukānum,Bu-kà-nim
1805,1694,Bukkidi,bu-uk-i-dí
1806,1695,Bula,Bu-la/lá
1807,1696,Bulala,Bu-lá-lá
1808,1697,Bulali,bu-la-li
1809,1698,Bulana,bu-la-na
1810,1699,Buli,bu-li
1811,1700,Bulili,Pu-li-li-i
1812,1701,Buluhala,bu-lu-ha-la
1813,1702,Bululu,bu-lu-lu
1814,1703,Buluṭ-bēlī,Bu-lu-uṭ-bé-lí
1815,1704,Bunima-ahum,Bu-ni-ma-
1816,1705,Bunima-ahum,Bi-ni-ma-hu-um
1817,1706,Bunima-ahum,Bi-ni-ma-hi-im
1818,1707,Būr-Adad,Bu-ur-{d}IM
1819,1708,Būr-Aššur,Bu-ur-A-šùr
1820,1709,Būr-Ea,bu-re-e-a
1821,1710,Būr-Ištar,Bu-ur-Ištar
1822,1711,Būr-Ištar,Bur-Ištar
1823,1712,Būr-Nunu,Bur-Nu-nu
1824,1713,Būr-Šamaš,bu-ur-UTU
1825,1714,Būr-Suen,Bu-ur-Sú-en6
1826,1715,Būr-Suen,Bur-
1827,1716,Būram-ilī,Bu-ra-am-ì-lí
1828,1717,Buramama,bu-ra-ma
1829,1718,Burame,Pu-ra-me-e
1830,1719,Burāya,Bu-ra-a
1831,1720,Burka,bu-ur-ka
1832,1721,Burkānum,Bu-ur-kà-num
1833,1722,Burkia,Bu-ur-ki-a
1834,1723,Buršilum,Bur-ší-lim
1835,1724,Buruška,Pu-ru-uš-kà
1836,1725,Burwašna,bur-wa-áš-na
1837,1726,Bušali,bu-ša-li
1838,1727,Busašana,bu-sa-ša-na
1839,1728,Busāsu,Bu-za-zu
1840,1729,Būṣia,Bu-ṣí-a
1841,1730,Buškana,Bu-uš-kà-na
1842,1731,Bušušu,bu-šu-šu
1843,1732,Butāya,Bu-ta
1844,1733,Butāya,Bu-ta-a
1845,1734,Butāya,Bu-ta-a-a
1846,1735,Butkan,bu-ut-ka-an
1847,1736,Butkum,Bu-ut-ki-im
1848,1737,Buza,Bu-za
1849,1738,Buza,Bu-za-a
1850,1739,Buzānum,Bu-za-nu-um
1851,1740,Buzaza,Bu-za-za
1852,1741,Buzazu,Bu-za-zu
1853,1742,Buzazum,Bu-za-zu-um
1854,1743,Buzi,Bu-zi
1855,1744,Buzia,Bu-zi-a
1856,1745,Buzilīya,Bu-zi-li-a
1857,1746,Buzilīya,Bu-zu-li-a
1858,1747,Buzilīya,Bu-zu-lí-a
1860,1748,Buziya,bu-zi-a
1861,1749,Buzizi,Bu-zi-zi
1862,1750,Buzizia,Bu-zi-zi-a
1863,1751,Buzizim,Bu-zi-zi-im
1864,1752,Buzu,Bu-zu
1865,1753,Buzua,Bu-zu-a
1866,1754,Buzulīya,Bu-zi-li-a
1867,1755,Buzulīya,Bu-zu-li-a
1868,1756,Buzulīya,Bu-zu-lí-a
1869,1757,Buzulia,Bu-zi-li-a
1870,1758,Buzulia,Bu-zu-li-a
1871,1759,Buzulia,Bu-zu-lí-a
1872,1760,Buzutāya,Bu-zu-ta-a
1873,1761,Buzutāya,Bu-zu-ta
1874,1762,Buzutaya,Bu-zu-ta-a
1875,1763,Buzutaya,Bu-zu-ta
1876,1764,Buzuzum,Bu-zu-zi-im
1877,1765,Buzuzum,bu-zu-zi-in
1878,1766,Buzuzum,Bu-zu-zu-um
1879,1767,Buzuzum,Bu-zu-zu
1880,1768,Buzuzu(m),Bu-zu-zi-im
1881,1769,Buzuzu(m),bu-zu-zi-in
1882,1770,Buzuzu(m),Bu-zu-zu-um
1883,1771,Buzuzu(m),Bu-zu-zu
1884,1772,Buzuzu,Bu-zu-zi-im
1885,1773,Buzuzu,bu-zu-zi-in
1886,1774,Buzuzu,Bu-zu-zu-um
1887,1775,Buzuzu,Bu-zu-zu
1888,1776,Buzuzim,Bu-zu-zi-im
1889,1777,Buzuzim,bu-zu-zi-in
1890,1778,Buzuzim,Bu-zu-zu-um
1891,1779,Buzuzim,Bu-zu-zu
1892,1780,Da-ak-ni-šar,Da-ak-ni-šar
1893,1781,Dada,da-da
1894,1782,Dada’a,Da-da-a
1895,1783,Dadanim,Da-da-nim
1896,1784,Dadanim,Da-da-nu-um
1897,1785,Dadanim,da-da-nim
1898,1786,Dadānum,Da-da-nu-um
1899,1787,Dadānum,da-da-nim
1900,1788,Dadaya,Da-da
1901,1789,Dadia,Da-dí-a
1902,1790,Dadia,Da-dí-e
1903,1791,Dadia,ta-dí-e
1904,1792,Dādia,Da-dí-a
1905,1793,Dādia,Da-dí-a-a
1906,1794,Dadme,da-ad-me
1907,1795,Daduli,Da-du-li
1908,1796,Dadum,Da-dim
1909,1797,Dādum,Da-dim
1910,1798,Daduni,da-du-ni
1911,1799,Dagabia,da-ga-bi-a
1912,1800,Dagānia,Da-ga-ni-a
1913,1801,Dahsi,da-ha-si
1914,1802,Dahuranta,Da-hur-an-ta
1915,1803,Dakni-<gap>,da-ak-ni-<gap>
1916,1804,Dakniš,Da-ak-ni-iš
1917,1805,Dakniš,ta-ak-ni-iš
1918,1806,Daku,da-ku
1919,1807,Daku’u,da-ku-ú
1920,1808,Dakuku,Da-ku-ku
1921,1809,Dakuna,Da-ku-na
1922,1810,Dalaš,Da-lá-áš
1924,1811,Dalaš,Ta-la-áš
1925,1812,Daliā,Tí-li-i-a
1926,1813,Daliā,tí-li-i-a
1927,1814,Dallum,Da-lim
1928,1815,Daluna,Da-lu-na
1929,1816,Damiq-Adad,da-mi-iq-ad-ad
1930,1817,Damiq-Adalur,SIG5-a-da-lu-ur
1931,1818,Damiq-pi-Aššur,SIG5-pí-A-šur
1932,1819,Damiq-pī-Aššur,SIG5-pí-A-šur
1933,1820,Damišid,da-mi-ši-id
1934,1821,Damna,da-am-na
1935,1822,Damqat-kittum,Dam-at-ki-tim
1936,1823,Damqāya,Dam-qá-a
1937,1824,Damqum,SIG5
1938,1825,Damqum,SIG5-im
1939,1826,Damqum,Ta-am-ki
1940,1827,Damudi,Da-mu-tí
1941,1828,Damuma,Da-mu-ma
1942,1829,Dan-Aššur,Dan-A-šur
1943,1830,Dan-Aššur,Dan-A-šùr
1944,1831,Dan-Aššur,dan-a-šur
1945,1832,Dan-Aššur,dan-a-šùr
1946,1833,Dān-Aššur,Dan-a-šùr
1947,1834,Dān-Aššur,Da-na-a-šur
1948,1835,Dān-Aššur,Dan-na-a-šùr
1949,1836,Dan-Ea,Dan-É-a
1950,1837,Dan-Ea,Da-ni-a
1951,1838,Dān-Ea,Dan-É-a
1952,1839,Dān-Ea,Da-ni-a
1953,1840,Dan-ili,Dan-ì-lí
1954,1841,Dān-ilī,Da-nam!-ili
1955,1842,Dān-ilī,Dan-ì-lí
1956,1843,Dan-in-na-nu,dan-in-na-nu
1957,1844,Dan-Ištar,Dan-Ištar
1958,1845,Dān-Ištar.ZA.AT,Dan-Ištar-za-at
1959,1846,Dān-Wēr,Dan-We-er
1960,1847,Dani,da-ni
1961,1848,Dannāya,Da-na-a
1962,1849,Dannāya,Da-na-a-a
1963,1850,Dannāya,Dan-na-a
1964,1851,Dannua,Da-nu-a
1965,1852,Dannum,Da-nim
1966,1853,Dannum-ilī,Da-nu-um-ì-lí
1967,1854,Dannum-ilī,Dan-na-i-el
1968,1855,Dannum-Suen,Ta-nu-Sí-in
1969,1856,Danua,da-nu-a
1970,1857,Danuma,Da-nu-ma
1971,1858,Danuni,Da-nu-ni
1972,1859,Daqqum,Da-qí-im
1973,1860,Darakšu,da-ra-ak-šu
1974,1861,Daraku,da-ra-ku
1975,1862,Daraš,da-ra-áš
1976,1863,Daraši,da-ra-ši
1977,1864,Darasu,da-ra-su
1978,1865,Darawazi,da-ra-wa-zi
1979,1866,Darhašiat,da-ar-ha-ší-at
1980,1867,Darnuaru,dar-nu-a-ru
1981,1868,Dašulhan,Da-šu-ul-ha-an
1982,1869,Dašušu,da-šu-šu
1983,1870,Datnaš,Da-at-na-áš
1984,1871,Dau,Da-a-ú
1985,1872,Daya,Da-a-a
1986,1873,Daya,Da-a
1988,1874,Dibulka,di-bul-ka
1989,1875,Dida,Dí-da-a
1990,1876,Dida,Dí-ta-a
1991,1877,Didia,di-di-a
1992,1878,Didinari,di-di-na-ri
1993,1879,Dikšar,dí-ik-šar
1994,1880,Dimu-il,di-mu-il
1995,1881,DINGIR-zi-<big_gap>,DINGIR-zi-<big_gap>
1996,1882,Diša,di-ša
1997,1883,Ditānum,Dí-ta-num
1998,1884,Ditānum,Dí-ta-nu
1999,1885,Diwadia,di-wa-di-a
2000,1886,Dizuhi,di-zu-hi
2001,1887,Du-da-a,Du-da-a
2002,1888,Du-du-a,Du-du-a
2003,1889,Du-hu-ší-e-el,Du-hu-ší-e-el
2004,1890,Du-ra-a,Du-ra-a
2005,1891,Du-za,Du-za
2006,1892,Dubakili,Tù-pá-gi-li
2007,1893,Dubawatar,du-ba-wa-tár
2008,1894,Dubduku,Tù-up-tù-ku
2009,1895,Dubizi,Du-be-zi
2010,1896,Duda,Du-da
2011,1897,Dudaya,Du-da-a
2012,1898,Dudaya,Du-ta-a
2013,1899,Dudiki,Du-dí-ki
2014,1900,Dudu,Du-du
2016,1901,Dudu,Du-du-ú
2017,1902,Dudu,Du-ú-du
2018,1903,Dudua,Du-du-a
2019,1904,Dudubiala,Tù-tù-pí/pì-a-lá
2020,1905,Dudulani,du-du-lá-ni
2021,1906,Duduna,Tù-tù-na
2022,1907,Duhunara,Tù-hu-na-ra
2023,1908,Duhušibha,Tù-hu-ší-ip-ha
2024,1909,Duhušmati,Tù-hu-uš-ma-tí
2025,1910,Dukail,Tù-kà-el
2026,1911,Dukli,du-uk-li
2027,1912,Duli,Du-li
2028,1913,Dulia,Tù-li-a
2029,1914,Dulili,Du-li-li
2030,1915,Dumahir,du-ma-hi-ir
2031,1916,Dumana,Du-ma-na
2032,1917,Dumeni,du-me-ni
2033,1918,Dumuq-Ištar,Du-mu-uq-Ištar
2034,1919,Duni,du-ni
2035,1920,Dunia,Du-ni-a
2036,1921,Dunikuni,du-ni-ku-ni
2037,1922,Dunini,Du-ni-ni
2038,1923,Dunumnazu,du-nu-um-na-zu
2039,1924,Dununi,Du-nu-ni
2040,1925,Dunuzi,du-nu-zi
2041,1926,Dupizi,du-pì-zi
2043,1927,Duqāqum,Du-qá-qí-im
2044,1928,Dūr-āliša,du-ur-a-li-ša
2045,1929,Dūru-Dagān,Du-ru-{d}Da-gán
2046,1930,Duša,du-ša
2047,1931,Dutala,du-ta-la
2048,1932,Duwazi,du-wa-zi
2049,1933,Duzanani,du-za-na-ni
2050,1934,Duzuši,Du-zu-ší
2051,1935,Ea-abušu,É-a-a-bu-šu
2052,1936,Ea-amši,e-a-am-ši
2053,1937,Ea-bāni,É-a-ba-ni
2054,1938,Ea-bāni,{d}BE-ba-ni
2055,1939,Ea-bāštī,E-a-ba-áš-tí
2056,1940,Ea-damiq,E-a-da-mì-iq
2057,1941,Ea-dān,É-a-dan
2058,1942,Ea-dān,I-a-dan
2059,1943,Ea-ilī,E-a-ì-lí
2060,1944,Ea-mālik,e-a-ma-lik
2061,1945,Ea-šar,E-a-šar
2062,1946,Ea-šar,É-a-šar
2063,1947,Ea-šar,I-a-šar
2064,1948,Ea-šar,I-a-ša-ar
2065,1949,Ebibuni,e-bi-bu-ni
2066,1950,Ebir-Suen,eb-ir-su-en
2067,1951,Ebirna,e-bi-ir-na
2068,1952,Edātum,E-da-dum
2069,1953,Edātum,E-da-dim
2070,1954,Eddin-Aššur,e-dí-in-a-šùr
2072,1955,Eddin-Aššur,e-dí-in-a-šur
2073,1956,Edin-Aššur,e-dí-in-a-šùr
2075,1957,Edin-Aššur,e-dí-in-da-šùr
2076,1958,Ehašra,E-ha-áš-ra
2077,1959,Ehliadu,Eh-li-a-du
2078,1960,Ehue,E-hu-e
2079,1961,Ekia,E-ki-a
2080,1962,Ela,E-lá
2082,1963,Ela,E-lá-a
2083,1964,Ela,E-lá-a-a
2084,1965,Ela-Suen,E-lá-Sú-in
2085,1966,Elaip,E-lá-ip
2086,1967,Elali,e-lá-li
2087,1968,Elali,E-lá-lí
2088,1969,Elāli,E-lá-li
2089,1970,Elāli,E-lá-lí
2090,1971,Elališar,e-la-li-šar
2091,1972,Elaliya,E-lá-li-a
2092,1973,Elamma,E-la-ma
2093,1974,Elamma,E-lá-ma
2094,1975,Elamma,E-lam-ma
2095,1976,Elani,e-lá-ni
2096,1977,Elaniuman,e-lá-ni-ú-ma-an
2097,1978,Elanuma,e-la-nu-ma
2098,1979,Elbata,El-ba-ta
2099,1980,Eli,E-li
2100,1981,Eli-atta,e-li-at-ta
2101,1982,Eliahšušar,e-li-ah-šu-ša-ar
2102,1983,Elirakuni,E-li-ra-ku-ni
2103,1984,Elišaki,e-li-ša-ki
2104,1985,Elišru,e-lí-iš-ru
2105,1986,Ellat-Suen,ILLAT-sú-in
2106,1987,Elumanum,E-lu-ma-num
2107,1988,Elunum,e-lu-nim
2109,1989,Elunum,e-lu-n[am]
2110,1990,Emaya,e-ma-a
2111,1991,Ememe,E-me-me
2113,1992,Ememe,I-me-me
2114,1993,Ememe,E-e-me-me
2115,1994,Ememe,E-me-me -i
2116,1995,Emeni,e-me-ni
2117,1996,Emerši,E-me-er-ší
2118,1997,Emia,e-mì-a
2119,1998,Emmertum,E-me-er-tim
2120,1999,Emqum,Em-qí-im
2121,2000,Emua,e-mu-a
2122,2001,Emūqī-Aššur,e-mu-qí-a-šur
2123,2002,Ena-Suen,e-na-sú-in
2124,2003,Enabašat,E-na-ba-ša-at
2125,2004,Enam,E-nam
2126,2005,Enam-Anum,e-nam-a-nim
2128,2006,Enam-Anum,e-nam-a-num
2129,2007,Enam-Aššur,e-nam-da-šùr
2131,2008,Enam-Aššur,e-nam-a-šùr
2132,2009,Enama-Aššur,E-na-ma-A-šur
2133,2010,Enān-ilīšu,E-na-ni-lí-šu
2134,2011,Enanim,e-na-nim
2135,2012,Enareṣu,E-na-re-ṣú-ú
2136,2013,Enareṣu,E-na-re-ṣú-um
2137,2014,Enaza,e-na-za
2138,2015,Eni-<big_gap>,e-ni-<big_gap>
2139,2016,Enibaš,en-ib-aš
2140,2017,Enibāš,E-ni-ba-áš
2141,2018,Enilka,E-ni-el-kà
2142,2019,Enilka,e-ni-il5-kà
2143,2020,Enišru,E-ni-iš-ru
2144,2021,Eništarum,E-ni-iš-ta-ru-um
2145,2022,Enlil-bāni,{d}EN.LÍL-ba-ni
2146,2023,Enlil-ilī,en-lil-DINGIR
2147,2024,Enlil-mālik,en-lil-ma-lik
2148,2025,Enlil-nādā,en-lil-na-da
2149,2026,Enlil-nāṣir,en-lil-na-ṣir
2150,2027,Enlil-rēṣī,en-lil-re-ṣí
2151,2028,Enna-bašat,E-na-ba-ša-[at]
2152,2029,Enna-Bēlī,E-nu-Be-lim
2153,2030,Enna-Dagān,E-nu-Da-ga-an
2154,2031,Enna-Kubabat,En-nu-um-Ku-ba-ba-at
2155,2032,Enna-Šarra,En-nam-ša-ra
2156,2033,Enna-Suen,e-na-sú-in
2157,2034,Enna-Suen,En-na-Sú-en
2158,2035,Enna-Suen,En-na-Sú-en6
2159,2036,Enna-Suen,En-na-Sú-in
2161,2037,Enna-Suen,I-na-Sú-in
2162,2038,Enna-Wēr,En-nam-We-er
2164,2039,Enna-Wēr,En-nu-um-We-er
2165,2040,Enna-Za,E-na-za
2166,2041,Ennada,en-na-da
2167,2042,Ennam-abu,En-um-a-bu
2168,2043,Ennam-Adad,En-um-{d}IM
2169,2044,Ennam-Ana,e-nu-um-a-na
2170,2045,Ennam-Anum,E-na-ma-nim
2171,2046,Ennam-Aššur,E-na-A-šur
2172,2047,Ennam-Aššur,En-nam-A-šur
2173,2048,Ennam-Aššur,En-nam-A-šùr
2174,2049,Ennam-Aššur,En-um-A-šur/šùr
2177,2050,Ennam-Aššur,E-um-A-šur
2178,2051,Ennam-Ea,E-nu-me-a
2179,2052,Ennam-ilī,En-um-DINGIR
2181,2053,Ennam-ilī,En-um-ì-lí
2183,2054,Ennam-Ištar,En-um-Ištar
2184,2055,Ennam-Ištarum,E!-nu-um-Iš-ta-ru-um
2185,2056,Ennam-rēṣī,e-nam-re-ṣí
2186,2057,Ennam-rēṣum,En-nu-re-ṣa-ma
2187,2058,Ennam-Wēr,en-nam-we-er
2188,2059,Ennamāya,E-na-ma-a
2189,2060,Ennamāya,E-nam-a-a
2190,2061,Ennamāya,E-na-ma
2192,2062,Ennamāya,En-um-a-a
2193,2063,Ennamāya,I-nu-ma-a
2194,2064,Ennanāt-Aššur,E-na-na-at-
2195,2065,Ennanātum,E-na-na-tum
2196,2066,Ennani,en-na-ni
2197,2067,Ennania,E-na-ni-a
2198,2068,Ennānum,En/E-na-num
2199,2069,Ennānum,En-na-nu-um
2200,2070,Ennarawa,En-na-ra-wa
2201,2071,Ennasuen,en-na-sú-en6
2202,2072,Ennu-nabiš,en-nu-na-bí-iš
2203,2073,Ennugamil,E-nu-ga-me-el
2204,2074,Ennum-Ištar,en-num-Ištar
2206,2075,Ennum-Ištar,en[-num]-Ištar
2207,2076,Enua,E-nu-a
2208,2077,Enuarši,e-nu-ar-ší
2209,2078,Enugami,E-nu-ga-me
2210,2079,Enukami,e-nu-ka-mi
2211,2080,Enuki,E-nu-ki
2212,2081,Enum-Aššur,En-um-A-šur
2213,2082,Enum-Aššur,En-um-A-šùr
2214,2083,Enum-Aššur,en-um-a-šùr
2215,2084,Enum-Aššur,[en]-nam-a-šùr
2217,2085,Enum-Aššur,en-um-a-šur
2218,2086,Enunia,E-nu-ni-a
2219,2087,Epirna,E-pì-ir-na
2220,2088,Eradi,E-ra-dí/ti
2221,2089,Eradi,E-ra-dim
2222,2090,Erama,e-ra-ma
2223,2091,Erbī-Adad,er-bí-IŠKUR
2224,2092,Erbī-Aššur,er-bí-a-šur
2225,2093,Eriria,E-ri-ri-a
2226,2094,Erišti,er-iš-ti
2227,2095,Erišum,I-ri-šu-um
2228,2096,Erišum,I-ri-šum
2229,2097,Erišum,I-ri-ší-im
2230,2098,Erišum I,I-ri-šu-um
2231,2099,Erišum I,I-ri-šum
2232,2100,Erišum I,I-ri-ší-im
2233,2101,Erišum II,I-ri-šu-um
2234,2102,Erišum II,I-ri-šum
2235,2103,Erišum II,I-ri-ší-im
2236,2104,Erni,er-ni
2237,2105,Erra-dān,E-ra-da-an
2238,2106,Erra-dān,Ir-ra-dan
2239,2107,Erra-dān,Ìr-ra-dan
2241,2108,Erra-ilī,èr-ra-ili5
2242,2109,Erra-ṣulūlī,Ìr-ra-ANDUL
2243,2110,Errāya,Er-ra-a
2244,2111,Errāya,Ìr-ra-a
2245,2112,Errāya,E-ra-a
2246,2113,Errāya,Ir-ra
2247,2114,Eršu-mālik,Er-šu-ma-lik
2248,2115,Ešara,E-ša-ra
2249,2116,Ešu-malik,E-šu-um-ma-lik
2250,2117,Etallum,E-ta-lúm
2251,2118,Etari,E-ta-ri
2252,2119,Etatum,E-ta-tim
2253,2120,Etaya,e-ta-a
2254,2121,Etel-pī-Aššur,e-té-el-pí-a-šùr
2255,2122,Ewanika,E-wa-ni-kà
2256,2123,Ewanika,e-wa-ni-kà
2257,2124,Ewanika,[e-]wa-[ni-kà]
2258,2125,Ewari,E-wa-ri
2259,2126,Ewaria,E-wa-ri-a
2260,2127,Ewarikum,E-wa-ri-ki-im
2261,2128,Ewarimadal,E-wa-ri-ma-da-al
2262,2129,Ewarimuša,E-wa-ri-mu-ša
2263,2130,Ewarimuša,E-[r]a-mu-ša 94/k 959
2264,2131,Ewarkarim,E-wa-ri-kà-ri-im
2265,2132,Ewarnum,E-wa-ar-nim
2266,2133,Ewarnum,E-we-er-nim
2267,2134,Ewirni,E-we-er-ni
2268,2135,Ewirni,E-er-ni
2269,2136,Ewri-Šarruma,Er-wa-LUGAL
2270,2137,Ezi,E-zi
2271,2138,Ezi,E-zi-e
2272,2139,Ga-a-a-tí-im,Ga-a-a-tí-im
2273,2140,Ga-a-áb-e-im,Ga-a-áb-e-im
2274,2141,Ga-a-tí-im,Ga-a-tí-im
2275,2142,Ga-a-tim,Ga-a-tim
2276,2143,Ga-ak-zi-a,Ga-ak-zi-[a]
2277,2144,Ga-al-ga-li-a,Ga-al-ga-li-a
2278,2145,Ga-ma-li-a,Ga-ma-li-a
2279,2146,Ga-ra-a,Ga-ra-a
2280,2147,Ga-ru-wa,Ga-ru-wa
2281,2148,Ga-zu-a,Ga-zu-a
2282,2149,Ga-zu-ga,Ga-zu-ga
2283,2150,Ga-zu-wa,Ga-zu-wa
2284,2151,Gadagada,ga-da-ga-da
2285,2152,Gadudu,ga-du-du
2286,2153,Galaga,ga-lá-ga
2287,2154,Galgalalani,ga-al-ga-lá-lá-ni
2288,2155,Galia,ga-li-a
2289,2156,Gallābum,Ga-lá-bu-um
2290,2157,Gallābum,Ga-lá-bi-im
2291,2158,Galua,ga-lu-a
2292,2159,Galzi,{m}ga-al-zi
2293,2160,Garašuna,ga-ra-šu-na
2294,2161,GEME-Nunu,GEME-Nu-nu
2295,2162,Gimarnala,gi-mar-na-lá
2296,2163,Gua,Gu-a
2297,2164,Gungunum,Ku-un-ku-nim
2298,2165,Guzum,Gu-zu-um
2299,2166,Ha-ar-hi-a,Ha-ar-hi-a
2300,2167,Ha-ar-šu-um-na-al-kà,Ha-ar-šu-um-na-al-kà
2301,2168,Ha-at-ra-áš-na,Ha-at-ra-áš-na
2302,2169,Ha-ba-ar,Ha-ba-ar
2303,2170,Ha-ba-ar-áš-tí,Ha-ba-ar-áš-tí
2304,2171,Ha-ba-zi,Ha-ba-zi
2305,2172,Ha-da-a,Ha-da-a
2306,2173,Ha-da-a-ni,Ha-da-a-ni
2307,2174,Ha-da-i-ni,Ha-da-i-ni
2308,2175,Ha-dí,Ha-dí
2309,2176,Ha-dí-a-ni,Ha-dí-a-ni
2310,2177,Ha-dí-ni,Ha-dí-ni
2311,2178,Ha-du-a,Ha-du-a
2312,2179,Ha-lá-a,Ha-lá-a
2313,2180,Ha-ni-a-nim,Ha-ni-a-nim
2314,2181,Ha-ta-nim,Ha-ta-nim
2315,2182,Ha-zi-<gap>,Ha-z[i-x]
2316,2183,Ha’api,ha-a-a-pì
2317,2184,Haba,Ha-ba
2318,2185,Haba,Ha-ba-a
2319,2186,Hababa,ha-ba
2320,2187,Habalia,ha-pá-li-a
2321,2188,Habatali,ha-ba-ta-li
2322,2189,Habati,Ha-ba-tí
2323,2190,Habatum,Ha-ba-tim
2324,2191,Habazi,Ha-ba-zi
2325,2192,Habazi,Hu-bu-zi
2326,2193,Habdunua,Ha-áp-tù-nu-wa
2327,2194,Habi,Ha-be
2328,2195,Habi,Ha-bi
2329,2196,Habi,Ha-bi-i
2330,2197,Habuama,Ha-pu-a-ma
2331,2198,Hadadum,Ha-da-dum
2332,2199,Hadadum,Ha-da-dí-im
2333,2200,Hadahada,Ha-da-ha-da
2334,2201,Hadaya,Ha-da-a
2335,2202,Hadi,ha-di
2336,2203,Hadia,Ha-dí-a
2337,2204,Hadia-<gap>,ha-dí-a-x
2338,2205,Hadiani,ha-di-a-ni
2339,2206,Hādiānum,Ha-da-a-ni
2340,2207,Hādiānum,Ha-dí-ni
2341,2208,Hādiānum,Ha-dí-a-ni
2343,2209,Hādiānum,Ha-da-nim
2344,2210,Hadikur,ha-dí-ku-ur-ma
2345,2211,Hadili,Ha-dí-li
2346,2212,Hadiri,Ha-dí-ri-i
2347,2213,Haditum,Ha-dí-tim
2348,2214,Hadiu,ha-dí-ú
2349,2215,Hadium,Ha-dí-ú
2350,2216,Hadium,Ha-dí-e-em
2351,2217,Hadu,Ha-du
2352,2218,Hadu,Ha-dim
2353,2219,Hadua,ha-du-a
2354,2220,Hadudu,ha-du-du
2355,2221,Haduklani,Ha-du-uk-lá-ni
2356,2222,Haduman,Ha-du-ma-an
2357,2223,Haduwa,Ha-du-wa
2358,2224,Haduwa,Ha-du-e
2359,2225,Haduwan,[h]a-du-wa-an
2360,2226,Haduwan,Ha-du-wa-an
2361,2227,Haduzalat,Ha-du-za-lá-at
2362,2228,Haeni,Ha-e-ni
2363,2229,Haha,Ha-ha
2364,2230,Hahaluan,Ha-ha-lu-
2365,2231,Hahaluan,ha-ha-lu-wa-an
2367,2232,Hahaluan,ha-ha-lu-an
2368,2233,Hahazu,Ha-ha-zu
2369,2234,Hahia,ha-hi-a
2370,2235,Hahiram,Ha-hi-ra-am
2371,2236,Hahua,Ha-hu-a
2372,2237,Hahuašu,Ha-hu-wa-šu
2373,2238,Hahuwašu,ha-hu-wa-šu
2374,2239,Hailawakuwa,ha-i-lá-wa-ku-wa
2375,2240,Haka,Ha-qá
2376,2241,Hakuli,Ha-ku-li-e
2377,2242,Hāl-abia,Ha-lá-be-a
2378,2243,Hāl-abum,Ha-lá-bu-um
2379,2244,Hala,ha-lá-a
2380,2245,Halada,ha-lá-da
2381,2246,Halali,Ha-lá-li
2382,2247,Halania,Ha-lá-ni-a
2383,2248,Halapia,ha-la-pì-a
2384,2249,Halata,Ha-lá-da
2385,2250,Halāya,Ha-lá-a
2386,2251,Hali,Ha-li
2387,2252,Halika,ha-li-kà
2388,2253,Halikpari,Ha-li-ik-pá-ri
2389,2254,Halima,ha-li-ma
2390,2255,Halitka,Ha-li-it-kà
2391,2256,Halka,Ha-al-kà
2392,2257,Halkalia,Ha-al-kà-li-a
2393,2258,Halkiahšu,ha-al-ki-ah-šu
2394,2259,Halkiaššu,Ha-al-ki/gi-a-šu
2395,2260,Halkiašu,ha-a[l-ki-a-šu]
