Unnamed: 0,source_id,row_index,segment_idx,akk,eng
936,,939,0,a-na a-šùr-ma-lik ša-lim-a-šùr ù {d}IM.GAL qí-bi-ma um-ma ša-lim-a-šùr-ma 4 GÚ AN.NA TÚG ku-ta-nu li-wi-sú ù e-li-a-tim ša i-sú-rik₁₃ ù 2 ANŠE ṣa-lá-mì i-ri-šum ub-lam <gap> ma-na AN.NA ù li-wi-sú <gap> ANŠE ṣa-lá-ma-am <gap> i-sú-ri-ik <gap> iš-qú-lu <gap> ša-li-iš <gap> a-ma-kam AN.NA i-na i-lim lu-šé-ṣí <gap> ṭup-pá-am dí-na <gap> i li-bi <gap> me-<gap> im ša iš <gap> ù kà ku a ra <gap> ša ni-iš <gap> šé-bi₄-lá+lá-<gap>,"To Aššur-malik, Šalim-Aššur and Adad-rabi from Šalim-Aššur: Irišum brought 4 talents of tin, -textiles from the wrapping plus top-packs, belonging to Issu-arik, and 2 black donkeys. <gap> minas of tin and its wrapping <gap> a black donkey Issu-arik <gap> they paid <gap> three <gap> let the tin be removed there from the container <gap> give the tablet <gap>"
937,,940,0,5.3333 ma-na 2 GÍN a-na tap-ḫi-ri áš-qúl 2 ma-na a-na a-wi-il₅-tim a-dí-in 2 ma-na {d}UTU-ba-ni i-dí-ší-im 0.6666 ma-na 5 GÍN i-nu-mì ša-lim-be-lí i-li-kà-ni a-na a-wi-il₅-tim a-dí-in 0.5 ma-na i-nu-mì {d}UTU-ba-ni i-tal-kam 0.5 DUG GIG 0.5 ma-na a-dí-ší-im,5 minas 22 shekels I paid to the fund; 2 minas I gave to the lady; 2 minas Šamaš-bāni gave her; 45 shekels when Šalim-bēlī had come here I gave to the lady; 0.5 mina when Šamaš-bāni had come here (and) 0.5 jar of wheat (and?) 0.5 mina (of copper) I gave her.
938,,941,0,1 TÚG ša a-pì-im tí-sà-ba-am SIG₅ da-da i-na e-lá-i-šu ú-ba-lam IGI a-šur-ba-ni DUMU ša-lim-a-šur IGI li-ba-a DUMU ú-zu-a IGI ṣí-lu-lu,"Dada will bring 1 textile from Apum, a fine tisābu, when he comes up."
939,,942,0,a-na ba-zi-a qí-bi₄-ma um-ma a-ru-na-aḫ-šu-ma a-le-e i-lu-ú ša i-ta-mu-ú-ni NINDA ša ni-ku-lu-ni kà-sà-am ša ni-iš-tù-ú lu i-dí-e a-ḫi a-ta ṣí-ba-at KÙ.BABBAR-pì-a ú-lá ḫa-áš-ḫa-ku qá-qá-ad KÙ.BABBAR-pì-a šé-bi₄-lam a-na-kam ta-ta-wa-a-ni a-na ḫa-ar-zi-ga mì-ma lá ak-lá ú-ṭá-tám ú mì-ma i-ḫa-šu-ḫu-ni a-da-an ša a-wi-il₅-tim m-iḫ-ṣa-am a-dí-na-kum lá lá-mu-un a-na DINGIR-lim šu-a-tí ší-im-šu šé-bi₄-lam šu-ma a-ḫi a-ta URUDU ṣa-al-ma-am ki-iṣ-ra-am iš-tí ma-ma-an šé-bi₄-lam a-na-ku em-ṣa-ku ú-ul ba-ri-a-ku ša-be-e-ku ḫa-ra-nàm lá a-da-gal DINGIR-lúm lu i-d i-na ba-re-ni,"Say to Baziya, thus Arunahšu: Where is the god by whom the oath was sworn? He surely knows that we eat bread and drank the cup (together)! My dear brother, I do not need the interest on my silver, send me (only) my silver capital. As for what you talk about here, I did not withhold anything from harziga. Barley and whatever he needs I will give. The woven cloth of the lady I gave you is not bad! send its price to me. If you are my brother, send me a lump of black copper with somebody. Am I not short of food? I am not hungry, I am satisfied! I am not considering a journey. God may be witness between us!"""""
940,,943,0,a-na ša-lim-ma a-<gap> qí-bi-ma um-ma bé-lá-tum-ma mì-šu ša ta-ta-na-ri i-na a-lim a-šur ba-ri-a-tim ù ú-tù-ki <gap> DINGIR-ša aq-ta a-na a-lim{ki} <gap> e-lá a-bi-kà <gap> a-bu-ni i-<gap> ù at-<gap> a-ta a-ma-kam <gap>-na,"To Šalimma <gap> from Bēlātum: Why is it that you keep <gap>? <gap> Aššur, the female diviners and the spirits <gap>I to her god <gap> to the City apart from your father <gap> our father <gap> you there <gap>"
941,,944,0,4 GÍN a-na ší-iṭ-ri-im ša pu-ki-im 1.3333 GÍN a-na e-re-qí-im qá-nu-e áš-qúl 1.6666 GÍN a sú-ba-ri-im áš-qúl 0.3333 ma-na KÙ.BABBAR a-na a-bar-ni-im áš-qúl 0.1666 GÍN a-na um-ṣí-im 0.25 GÍN a šu-um-ki <gap> na-ru-uq GIG <gap> GÍN a-na <gap> ḫa-áš-lá-tim <gap> a-wa-ar-nu-a-lim 0.6666 GÍN a-na e-ṣé áš-qúl 0.6666 GÍN a pá-e ú-ša-qí-il₅ 1 bi-il₅-té-en 0.5 GÍN áš-qúl 0.25 GÍN a-na na-pá-ḫi-im 95 ki-ra-tim a-na <gap> 0.25 GÍN.TA ù 7.5 ŠE.TA 0.5 GÍN a-na <gap> 0.1666 GÍN a-na <gap> a-na <gap>,"I paid 4 shekels for a scarf of -weave, 1.3333 shekel for a wagonload of reed; I paid 1.6666 shekel for ; I paid 0.3333 mina of silver for an Abarnian textile, 1 / 6 shekel for a piece of dried meat, 1 / 4 shekel for onions, <gap> shekels for <gap> bags of wheat<gap>;I paid <gap> shekels for ?, <gap> for a <gap>; I paid 0.6666 shekel for firewood; 0.6666 shekels I paid for chaff, for a double load I paid 0.5 shekel; 1 / 4 shekel for the blacksmith. I supplied 95 drinks to <gap> at 52.5 grains (of silver) each, 0.5 shekel for <gap> 1 / 6 shekel for <gap> for <gap>"
942,,945,0,um-ma <gap>-ma a-na <gap>-a-šùr ù šu-ma-bi-a-ma qí-bi-ma a-ba-ú-a a-tù-nu be-lu-a a-tù-nu iḫ-da-ma i-na {d}UTU-ši ša šu-ma-bi-a e-ra-ba-ni ta-ma-la-ke-a pì-tí-a-ma ṭup-pá-am ša zu-ba a-na šu-ma-bi-a pí-iq-dá-ma lu-šé-tí-qá-am ù i-na ṭup-pí-im pá-qá-dí-im ṭup-pu-um a-šu-mì zu-ba GÁN-lam le-tí-qá-am a-dí a-ni-tim iš-tù ša-na-at sá-aḫ-ra-ku-ma a-na a-lim{ki} a-lá-kam lá a-le a-wi-lu-um <gap> wa-ar-kà-at <gap> a-na qá-té <gap>-an <gap> be <gap> šu-ma-bi₄-a <gap>-ḪI.A ta-<gap> li-dí-na-am <gap>,"Thus <gap> say to <gap>-Aššur and Šumi-abiya: Please, my fathers, my lords, take care to open, the very day Šumi-abiya arrives, my tablet boxes and entrust the tablet of Zuba to Šumi-abiya to bring it across. And when you entrust the tablet (declare) that the tablet has to go overland in the name of Zuba. Because of this I am staying here now for a year and I could not go to the City. The man <gap> after <gap> to the hands of <gap> Šumi-abiya <gap> he must give to me <gap>"""""
943,,946,0,10 GÍN KÙ.BABBAR a-na a-dí-da a-dí-in IGI id-na-a IGI <gap>-bi-a,10 shekels of silver I gave to Adida.
944,,947,0,a-na <gap> qí-bi₄-ma um-ma {d}IŠKUR.DÙL-ma a-na-kam-ma ú-na-ḫi-id-kà um-ma a-na-ku-ma šu-ma mì-ma pá-zu-ur-tí <gap> lá e-ru-ba-am na-áš-pá-ar-ta-kà a-na a-šur-na-da li-li-ik 2 GÚ AN.NA 10 TÚG dam-qú-tim a-na ṣé-ri-kà lu-šé-bi-lam-ma iš-ti pá-zu-ur-tim ša PUZUR₄-a-šur pá-ze-er-ši ZU-UT-ri dam-qú-tim šé-bi-lam,"Say to <gap> thus Adad-ṣulūlī: Here I instructed you, saying: 'If any of the smuggled goods of <gap> has not arrived, you must send a message to Aššur-nādā.' Two talents of tin (and) 10 textiles of fine quality he must send to you and you must smuggle them together with the smuggled goods of Puzur-Aššur. Send me <gap> of good quality!"""""
945,,948,0,um-ma i-ku-pì-a-ma a-na ib-ni-lí bu-ur-a-šur ù en-nam-a-šur qí-bi₄-ma 14 TÚG ku-ta-ni a-šur-ba-ni a-na a-ša-at šu-IŠTAR DUMU šu-ku-tim ku-nu-ki-šu e-zi-ib-ku-nu-tí-ma ṣú-ba-tí lu ta-dí-na a ma-lá ta-le-e-a-ni dí-na-šu-nu-ma KÙ.BABBAR le-qé-a-ma KÙ.BABBAR ku-un-kà-ma É-be-et iš-té-en i-na ba-ri-ku-nu li-ib-ší a-ḫu-a a-tù-nu <gap> ṣú-ba-tí-a <gap> a-na en-nam-a-šur qí-bi₄-ma a-na 0.3333 ma-na KÙ.BABBAR e-mu-qú-um na-dí a-na 13 GÍN KÙ.BABBAR a-nu-qú-um ša KÙ.KI ù 1 kà-sú-um ša KÙ.BABBAR na-dí a-na 4.25 GÍN KÙ.BABBAR sú-pá-nu-um na-dí ŠU.NÍGIN 0.5 ma-na 7.25 GÍN KÙ.BABBAR ša-áp-ra-tim a-ḫa-at-kà <gap> ta-dí-na-ku-um-ma <gap>-tim KÙ.BABBAR tí-ri <gap>-kam a-ḫi a-ta <gap>-ni-šu-ma i-na <gap> ší ta ma a-ta lá ší na a <gap> da-na-a li-dí-nu,"From Ikūn-pīya to Ibnī-ilī, Būr-Aššur and Ennam-Aššur: Aššur-bāni left 14 -textiles for the wife of Šu-Ištar son of Šukkutum under his seal with you and you were to sell the textiles. Sell them as well as you can and take the silver, seal the silver and let it remain in a house belonging to one of you. My dear brothers, <gap> of my textiles <gap> To Ennam-Aššur: For 0.3333 mina of silver an was deposited; for 13 shekels of silver one golden ring and a cup of silver was deposited; for 4 1 / 4 shekels of silver a was deposited. In all 0.5 mina 7 1 / 4 shekels of silver as sureties your sister gave to you, and <gap> -silver <gap> My dear brother, <gap> "
946,,949,0,ki-ra-am PUZUR₄-e-nam ki-ra-am ga-al-ga-li-a ki-ra-am a-šur-ni-im-ri ki-ra-am ma-nu-ki-a-šur sí-il₅-qám ù ki-ra-am aḫ-ša-lim sí-il₅-qám ù ki-ra-am ma-ma-ḫi-ir ki-ra-am li-ip-ta-nim ki-ra-am na-zi-i ki-ra-am šu-ḫu-bur DUMU i-dí-a-bi₄-im ki-ra-am aḫ-ša-lim ki-ra-am bu-za-zu,A jar: Puzur-ennam; a jar: Galgaliya; a jar: Aššur-nimrī; a jar: Mannum-kī-Aššur; boiled meat and a jar: Ah-šalim; boiled meat and a jar: Man-mahir; a jar: Lipit-Anum;
947,,950,0,a-na i-na-a qí-bi-ma um-ma ḫu-sà-ru-um ù ta-ra-am-ku-bi-ma 15 ma-na KÙ.BABBAR ša ik-ri-bi-kà a-šùr-DU₁₀ ub-lá-ni É-bé-et a-šur na-dí-i,To Innaya from husārum and Tarām-Kūbī: Aššur-ṭāb brought 15 minas of silver from your votive offering. It is deposited in the Aššur-temple.
948,,951,0,6 me-at 3 TÚG ku-ta-nu ku-nu-ku-a i-na qé-er-bi-im me-at TÚG ku-ta-nu ta-ar-dí-ú-tum 35 TÚG SIG₅ wa-at-ru-tim i-na qé-er-bi-im 3 ku-ta-nu ša i-na ku-nu-ki ša ì-lí-we-da-ku kà-an-ku-ni i-a-tí-ma i-lu-ku ŠU.NÍGIN 6 me-at ú 38 TÚG ku-nu-ku-a e-zi-ib ša kà-ṣa-ri a-ḫa-ma 46 TÚG lu a-ba-ar-ni-ú lu ku-ta-nu SIG₅ wa-at-ru-tum lu kà-am-sú-tum lu ni-ib-ra-ru 2 TÚG ku-ta-nu ša šé-ep-IŠTAR 3 ku-ta-nu ša a-šùr-kà-ší-id 3 ku-ta-nu ša šu-nu-nu 2 ku-ta-nu ša a-ta-ta 3 ku-ta-nu ša lu-lu 2 ku-ta-nu ša a-šùr-SIPA ŠU.NÍGIN 17 TÚG ku-ta-nu ša kà-ṣa-ri-im 20 GÚ AN.NA šu-uq-lúm qá-du-um AN.NA qá-tim ku-nu-ku-ú 5 ma-na.TA it-ra-at šu-uq-lim 64 e-ma-ru ú-nu-sú-nu 2 TÚG ša sà-a-tim 2 ma-na KÙ.BABBAR ṣa-ru-pá-am a-lá-ḫi-im 9 ku-sí-a-tim ma-lu-ki-a-tum 2 TÚG bu-ra-ú SIG₅ 1 GÚ ḫu-ša-ú 6 me-at sà-am-ru-a-tum i qé-er-bi₄-im 86 wa-ar-qá-tum 1 BANEŠ Ì.GIŠ ṭá-ba-am 15 SÌLA ri-iš-tám 0.3333 ma-na 2 GÍN sà-am-tám me-at sí-kà-ša-ru mì-,"603 -textiles under my seal, thereof 100 -textiles, of secondary quality; 35 textiles of extra-fine quality, thereof 3 -textiles that were sealed with Ilī-wēdāku's seal, but which are reserved for me - in all 638 textiles under my seal, apart from those belonging to the harnessors; further, 46 textiles, both Abarnian, -textiles of extra-fine quality, -textiles and -textiles. 2 textiles belonging to Šēp-Ištar, 3 belonging to Aššur-kāšid, 3 belonging to Šu-Nūnu, 2 belonging to Atata, 3 belonging to Lulu, 2 belonging to Aššur-rē'i - in all 17 -textiles belonging to a harnessor. 20 talents of tin, a package, including the expense-tin, under seal; 5 minas each (the weight of) the extras on the package; 64 donkeys and their harness; 2 textiles of the ; 2 minas of refined silver of Ali-ahum; 9 robes of -type, 2 -textiles of good quality, 1 talent of scrap metal, 600 nails, thereof 86 yellow ones, 30 litres of sweet oil, 15 litres of first class oil, 22 shekels of carnelian, 100 -stones - all this I gave him to dispose over."
949,,952,0,um-ma ša-lim-a-šùr-ma a-na i-dí-a-bi-im i-tur₄-DINGIR i-na-aḫ-ì-lí en-um-a-šùr ù a-lá-ḫi-im qí-bi-ma 6 me-at 3 ku-ta-nu ŠÀ.BA 1 me-at ku-ta-nu ta-ar-dí-ú-tum a-ḫa-ma 35 ku-ta-nu SIG₅ DIRI-tum ŠÀ.BA 3 ku-ta-nu ša i-na ku-nu-uk ili₅-we-da-ku kà-an-ku-ni i-a-tí i-lu-ku a-ḫa-ma 46 TÚG a-bar-ni-ú lu kam-sú-tum lu ni-ib-ra-ru ša ku-ta-ni SIG₅ DIRI ŠU.NÍGIN 6 me-at 84 TÚG.ḪI.A e-zi-ib ša kà-ṣa-ri 20 GÚ AN.NA ku-nu-ku ù 5 ma-na.TA it-ra-sú qá-dum AN.NA qá-tim 34 ANŠE.ḪI.A ṣa-lá-mu ú ú-nu-sú-nu 2 TÚG ša sà-e-tim 2 ma-na KÙ.BABBAR ṣa-ru-pá-am 8 ku-sí-a-tim ma-al-ku-a-tum 2 bu-ra-e SIG₅ 1 GÚ ḫu-ša-e <gap> 40-<gap> tim <gap> ma 3 TÚG <gap> 2 ša kà-ṣa-ri <gap> a-lá-ḫu-um šé-ep-IŠTAR <gap> i-ra-de₈-ú-ni-ku-nu-tí a-ḫu-a a-tù-nu i-na re-i-iš ú-nu-tí-a i-na É.GAL-lim i-zi-za-ma mì-ma ší-lu-tum lá i-ba-ší-ma li-bi₄ lá i-ma-ra-aṣ ki-ma ú-nu-tí i-na É.GAL-lim ur-da-ni 6 GÚ 6 ma-na AN.NA ku-nu-ki ú,"From Šalim-Aššur to Iddin-abum, Itūr-ilī, Inah-ilī, Ennam-Aššur and Ali-ahum: 603, thereof 100 of secondary quality; further, 35 of extra-fine quality, thereof 3 that were sealed with Ilī-wēdāku's seal are reserved for me; further, 46 -textiles, both and of of extra-fine quality - in all 684 textiles, apart from those belonging to the harnessors; 20 talents of sealed tin and 5 minas each of extras, together with the expense tin; 34 black donkeys and their harness, 2 textiles of the, 2 minas of refined silver, 8 robes of -type, 2 of fine quality, 1 talent of scrap metal <gap> 3 textiles <gap> 2 belonging to the harnessors <gap> Ali-ahum and Šēp-Ištar bring to you. My dear brothers, assist with my goods in the palace so there will be no unlawful activity and I shall not become worried. When my goods come down from the palace, give 6 talents 6 minas of sealed tin and 30 as a share to Ennam-Bēlum, and in accordance with his tablet (stating) that Ennam-Bēlum must pay 55.6666 minas 5 shekels of refined silver within 13 months, send 2 talents and 30 to Tišmurna to Ennānum so he can make some silver. Give 2 talents of tin and 30 to Aššuriš-tikal, 2 talents of tin and 30 to hannaya and let them make at least 10 minas of silver. The rest of my tin <gap> that has been marked -tin"" on the front of the bundles <gap> Ennam-Aššur and Ali-ahum should have them enter <gap> Give instructions <gap> of the copies of my tablets <gap> have them pay so some 10 minas of silver <gap> will enter and I shall take my consignment <gap> of Iddin-Kūbum and Ennam-Aššur <gap>"""
950,,953,0,um-ma kà-ru-um kà-ni-iš-ma a-na ša-qí-il₅ da-tim ku-li-a ší-ip-ri-ni wa-bar-tim ša ku-bur-na-at ḫa-na-ak-na-ak ú tí-iš-mur-na TUR GAL qí-bi₄-ma i {d}UTU-ši ṭup-pì-ni ta-ša-me-a-ni GÍR ša a-šur IGI ku-li-a ší-ip-ri-ni šé-ṣí-a-ma ma-ma-an a-ma-kam KÙ.AN na-áš-ú lu a-na ší-mì-im a-na É.GAL-lim i-dí-nu lu a-dí-ni lá i-dí-in-ma na-ší 10-tim ša KÙ.AN ú ša-du-a-sú 1 ma-na-um 3 GÍN KÙ.BABBAR ša-ás-qí-lá-ma ku-li-a i pá-ni-šu-nu lu-ub-lam šu-ma i-qá-bi₄ um-ma šu-ut-ma KÙ.AN ša a-wi-lim ša NÍG.KA-sí 10-tim ú ša-du-a-sú le-qé-a-ma ša ba-ri-ni li-li-kam-ma GÍR ša a-šur li-it-ma-ma ša-du-a-sú nu-ta-ar ni-ša-me-ma 30 ANŠE tù-i-mu-um DUMU a-šùr{ki} ḫa-ra-an sú-qí-nim ú-šé-ri-ba-am lá tù-i-mu-um ma-ma-an ḫa-ra-an sú-ki-nim e-ma-re sé-er-dam ú-šé-ri-ba-ni-ma a-ma-kam uš-té-bu-lu-ni lu wa-ší-ib kà-ri-im ú-šé-li-am GÍR ša a-šur šé-ṣí-a-ma a-ḫu-um pá-ni a-ḫi-im ú-lá ú-ba-al 1 ma-na um 3 GÍN KÙ.BABBAR ša,"Thus Kaniš, say to the datu-payers, our messenger Kuliya, the plenary of Kuburnat hanaknak and Tišmurna: As soon as you hear our letter, produce the dagger of Assur in the presence of our messenger Kuliya and whoever over there carries meteoric iron, whether he has already sold it to a palace or has not yet sold it and still carries it, make him pay the tithe on the meteoric iron and his -tax of 3 shekels of silver per mina. Let Kuliya personally(!) bring it here. If one protests and declares: The meteoric iron belongs to a man with an account, still take the tithe and his -tax and let come here to swear an oath by Aššur's dagger then we will give his -tax back. We hear that an Assyrian, Tūʾimum, has brought in 30 donkeys by way of the -road. Not just Tūʾimum, but anybody who has brought in a loaded donkey by way of the -road in order to do buisness there, or if an inhabitant of a has brought up (goods) - produce the dagger of Aššur and people shall not spare eachother! Charge everyone his -tax at arate of 3 shekels of silver per mina, and make him pay the silver and let Kuliya personally(!) bring it here. If somebody protests, saying: I will go clear myself in Kanesh, (still) make him pay the silver and let him come here afterwards in order to clear accounts with us. Take care that our messanger Kuliya is not delayed. Make people pay the silver, don't allow them to make trouble there!"
951,,954,0,a-na ší-ip-ri ša a-lim{ki} ù a-li-ki qí-bi₄-ma um-ma kur-ub-IŠTAR ù ILLAT-sú-ma ḫu-sà-ru ša ša-lim-a-šùr DUMU i-sú-ri-ik i-na a-lim{ki} iḫ-li-qú-ma ṭup-pá-am ša a-lim{ki} a-dí-da ub-lá-ni-a-tí <gap> ú-nu-tám a-<gap> li <gap> a-na ta-mu-im <gap> a ma-lá ṭup-pì-im ša a-lim{ki} lu-na-dí-id ù lu-ta-mu šu-ma ḫu-sà-ra-am tù-uš-té-li-a ḫu-sà-ra-am ù lá-qé-a-nàm a-na e-lá-tí-im <gap> a-na a-lim{ki} šé-ri-a-nim,To the envoys of the City and (other) travellers from Kurub-Ištar and his caravan: Lapis lazuli belonging to Šalim-Aššur son of Issu-arik was lost in the City and Adida brought us a letter from the City assembly <gap> the goods <gap> to swear <gap> in accordance with the letter from the City assembly he must search and impose an oath. If you discover the lapis lazuli then give the lapis lazuli and the one who took it to the caravan and have it brought to the City.
952,,955,0,6 GÍN KÙ.BABBAR ṣa-ru-pá-am a-na be-a-lim e-nu-mì-ili₅ a-ḫa-ma il₅-qé,Ennum-ilī further took 6 shekels of refined silver as a working capital.
953,,956,0,um-ma ḫa-na-a-ma a-na a-šur-i-mì-tí ù kà-ri-a qí-bi-ma 1 ma-na KÙ.BABBAR a-na DUMU.MÍ šál-ma-a-šur a-dí-in ṭup-pá-am ša me-er-a-at šál-ma-A-šur a-dí-da šu-ta-mu-zi ù e-lá-a iḫ-ri-im a-na-kam KÙ.BABBAR a-la-ḫu-um ú-ša-bi-ma a-ma-kam ṭup-pì-a pé-té-a-ma ṭup-pá-am ša ḫu-bu-ul DUMU.MÍ šál-ma-a-šur a-dí-da šu-ta-mu-zi ù e-lá-a a-na me-er-a-at šál-ma-a-šur dí-na-a KÙ.BABBAR ša-bu-a-ku,"From hannaya to Aššur-imittī and Karriya: I gave 1 mina of silver to Šalim-Aššur's daughter. He certified the tablet concerning Šalim-Aššur's daughter, Adida, Šu-Tammuzi and Elaya. Al-ahum has paid me the silver here, so open for my tablets there and give the tablet concerning the debt of Šalim-Aššur's daughter, Adida, Šu-Tammuzi and Elaya to Šalim-Aššur's daughter. I have been paid the silver."
954,,957,0,um-ma ku-zi-zi-a-ma a-na en-um-a-šur qí-bi-ma 4 TÚG.ḪI.A ša a-ki-dí-e šu-bé-lúm ù a-lu-a ub-lu-nim a-šu-mì a-lu-wa ša a-na ta-ḫi-tim a-na pu-ru-uš-ḫa-dim ša-áp-ru <gap> sí-ḫi-tum i-na pu-ru-uš-ḫa-dim ḫa-ra-num lu a-na ú-lá-ma lu a-na ša-lá-tù-ar lu a-na-kam a-na ša-ba-a <gap> a-šar e-ra-bi-im ú-lá i-ba-ší a-šu-mì ki-a-am a-lu-wa a-na ṣé-ri-kà ú-ta-e-ra-šu ù-la-ma iš-té pu-ru-uš-ḫa-dim <gap>-tim ṣú-ba-tù-kà ša-áp-ku i-na lá tá-da-ni-im la-mu-tám ep-šu-ú IGI a-lu-wa-ma a-na áš-li-ki-im a-na e-pu-ší-im a-dí-šu-nu ma-lá ú-ṭá-tám a-na a-we-el-tim ta-dí-nu šu-up-ra-am 4 na-ru-uq lu iš-tí-ší-ma tí-ir-tám li-li-kam-ma KÙ.BABBAR lá-šu KI ší-im TÚG-tí-kà lu-šé-bi₄-lá-kum,"From Kuziziya to Ennam-Aššur: Šu-Bēlum and Aluwa brought me 4 Akkadian textiles. Concerning Aluwa who was sent to Purušhaddum to gather information - there is unrest in Purušhaddum; there is no possibility to enter the road to either Ulama or Šalatuar or here to Šabaya. For that reason I have returned Aluwa to you. Ulama has<gap> with Purušhaddum. Your textiles were stored and as they were not sold they were treated badly. I gave them to a fuller for repairs with Aluwa as witness. Write how much grain you have given to the lady. 4 sacks should be in her possession, so send me word for there is no silver. I shall send it to you with the proceeds from your textiles."
955,,958,0,a-na a-lá-ḫi-im qí-bi-ma um-ma SIG₅-pí-i-a-šur-ma i-na {d}UTU-ši e-lá-lí e-ra-ba-ni lá i-be-at a-na ma-lá na-áš-pè-er-tí-a tí-ir-tám dí-šu-ma ṭur₄-da-šu ú-ma-am iš-tí-in e is-ḫu-ur e-zi-bu-<gap> tù-uš-me-ta-ni ku-ša-ra e-tí-qá-ma e pá-zu-ur a-dí <gap>-pu-ra-am <gap> ku-nam ú-nu-tám i-na-ṣú-ru,To Ali-ahum from Damiq-pī-Aššur: The day Elāli arrives he must not stay. Give him orders in accordance with my missive and send him. He must not delay a single day. My partners have abandoned me(?); you have caused my death. We have written to Kuššara. The overseer will travel here and we shall go in a convoy. Do not detain Elāli. I am alone. Elāli should travel in secret. Until <gap> I am alone. I have no one to guard the goods.
956,,959,0,a-ta-lá-ak ú-zu-ni pé-té,<gap> I shall go <gap> Inform us.
957,,960,0,<gap> ší-tí <gap>-na DINGIR <gap> a-dí ù <gap> ta ni-iš-um <gap> dí <gap> bu ni-iš-a-ma 1.5 ma-na KÙ.BABBAR-kà iš-tí en-na-num <gap> KÙ BI il₅-qé-ú <gap> um-ma šu-ut-ma <gap> KÙ.BABBAR i-na <gap> KÙ.BABBAR,<gap> gift <gap> we bought and 1.5 mina of your silver is due from Ennanum <gap> of silver he took <gap> he said: <gap> silver in <gap> silver.
958,,961,0,a-na a-dí-da a-lá-ḫi-im ú a-ba-a a-na a-ba-a qí-bi-ma um-ma SIG₅-pì-a-šur-ma <gap> ta-áš-pu-ra-am um-ma a-ta-ma 8 GÍN.TA AN.NA-kà ta-dí-in 1 TÚG a-bar-ni-am a-na 0.5 ma-na 0.3333 GÍN ta-dí-in a-na ša-nim 0.3333 ma-na 5 GÍN ú-kà-lu-ú KÙ.BABBAR 0.3333 ma-na 1 GÍN ší-im TÚG.ḪI.A 21 ma-na URUDU e-zi-ba-ku-nu-tí-ni KÙ.BABBAR ub-lá-ku-nu-tí-ni KÙ.BABBAR ḫa-bu-lá-ku-nu KÙ.BABBAR ṭup-pì šé-ṣí-a-ma ṭup-pá-am li-it-a-ma li-be ṭup-pì-a id-a a-ba-a e-ma-ru,"To Adida, Ali-ahum and Abaya; specifically to Abaya from Damiq-pī-Aššur: You wrote as follows: Your tin was sold at the rate 1:8. 1 Abarnian textile was sold for 0.5 mina 0.3333 shekel. For the second one they offer 0.3333 mina 5 shekels."" As to both the 0.3333 mina 1 shekel of silver, the price of a textile, the 21 minas of copper that I left with you, as well as the silver that Abaya brought to you, the silver that I owe to Ṭāb-ṣill-Aššur - pay the silver, take out my tablet, split the tablet and place it among my other tablets. Abaya and Mezitānum and the donkeys <gap>"""
959,,962,0,um-ma i-ku-pí-a-šùr-ma a-na Ì-lí-a ù ku-ra qí-bi-ma 4.5 ma-na KÙ.BABBAR maš-kà-tám šu-be-lúm DUMU a-lu-lá-a ḫa-bu-lam ṣú-ḫa-ri a-na ṣé-ri-šu a-na ḫa-na-ak-na-ak a KÙ.BABBAR ša-áš-qú-lim áš-pu-ur-ma šu-ut ṣú-ḫa-ri-a is-li-ma pu-úz-ra-am i-na pá-ni-šu-nu iṣ-ba-at-ma a-na a-lim{ki} i-ta-lá-ak me-er-ú-a a-tù-nu a-dí ma-lá ù 2 ší-ni-šu áš-pu-ra-ku-nu-tí-ma a-tù-nu mì-ma-ša-ma ú-lá ta-áš-pu-ra-nim iḫ-da-ma ki-ma na-áš-pár-tám ta-áš-me-a-ni mì-ma ša ki-ma tí-ir-tù-šu ta-aṣ-ba-ta-ni-ma qá-at-ku-nu ú-kà-lu na-áš-pè-er-ták-nu iš-tí a-nu-pì-IŠTAR ù a-ḫi-a li-li-kam-ma úz-ni pè-té-a 5 TÚG SIG₅ i-na ša šé-ep sú-kà-a iš-tí a-nu-pì-IŠTAR ú a-ḫi-i-a šé-bi₄-lá-nim a-na Ì-lí-a qí-bi₄-ma TÚG-tí ša a-na DAM.GÀR tù-<gap>,"From Ikūn-pī-Aššur to Iliya and Kura: Šu-Bēlum son of Alulaya owes me a deposit of 4.5 minas of silver. I sent my servants to him in hanaknak to have the silver paid, but he cheated my servants and hid himself from them and went to the City. My dear sons, I have written you once or twice but you have sent me no answer at all. As you have heard my letter take care to send me word with Anu-pī-Ištar and my brother to inform me what from him you have seized and hold in your possession. Send me 5 good textiles from Sukaya's transport with Anu-pī-Ištar and my brother. To Iliya: The textiles that you <gap> to the merchant <gap>"
