,Unnamed: 0,id,source_id,row_index,segment_idx,akk,eng,transliteration,translation
21,21,21,,140,0,um-ma me-er-ú i-dí-a-bi₄-im-ma a-na ša-lim-a-šùr-ma a-na a-i-tim tù-kà-al-ni-a-tí lá-mì-id-ni-a-tí um-ma ša-lim-a-šur-ma 43 ma-na KÙ.BABBAR i-na a-lim{ki} i-na na-ru-qí-a i-na KÙ.BABBAR a-ḫi-e-em i-na pí-i i-sú-rik₁₃ ḫu-bu-ul a-bi-ku-nu áš-qúl qá-ta-tum a-na-ku KÙ.BABBAR ù ṣí-ba-sú ú ṣí-ba-at ṣí-ib-tim a-šé-e-ku-nu a-na a-ni-tim ú-kà-al-ku-nu ù a-ḫa-ma 8 ma-na KÙ.BABBAR šu-bé-lúm ša-al-ṭí ša i-na ḫa-ḫi-im il₅-qé-ú šu-be-lam₅ we-dí-šu-ma a-šé-e ù ṭup-pì-a ša GÁN-lim a-mar-ma KÙ.BABBAR ma-lá ḫu-bu-ul a-bi-ku-nu ú-ša-qí-lu-ú ù ma-lá KÙ.BABBAR-áp a-bi₄-ku-nu al-qé-ú ú-ra-am a-qá-bi-a-ku-nu-tí ,"The sons of Iddin-abum said as follows to Šalim-Aššur: For which things do you detain us? Inform us!"" Šalim-Aššur answered: ""I paid 43 minas of silver in the City from my joint-stock capital out of silver not my own on the order of Issu-arik to cover your father's debt. I am the guarantor: I sue you for the silver, the interest and the compound interest. For these things I detain you. Furthermore, 8 minas of silver, my funds, that Šu-Bēlum took in hahhum, for that I sue Šu-Bēlum alone. So, I shall check my tablets that are in Anatolia, and tomorrow I shall tell you how much silver I have paid for your father's debt, and how much silver belonging to your father I have received."" ",um-ma me-er-ú i-dí-a-bi₄-im-ma a-na ša-lim-a-šùr-ma a-na a-i-tim tù-kà-al-ni-a-tí lá-mì-id-ni-a-tí um-ma ša-lim-a-šur-ma 43 ma-na KÙ.BABBAR i-na a-lim{ki} i-na na-ru-qí-a i-na KÙ.BABBAR a-ḫi-e-em i-na pí-i i-sú-rik₁₃ ḫu-bu-ul a-bi-ku-nu áš-qúl qá-ta-tum a-na-ku KÙ.BABBAR ù ṣí-ba-sú ú ṣí-ba-at ṣí-ib-tim a-šé-e-ku-nu a-na a-ni-tim ú-kà-al-ku-nu ù a-ḫa-ma 8 ma-na KÙ.BABBAR šu-bé-lúm ša-al-ṭí ša i-na ḫa-ḫi-im il₅-qé-ú šu-be-lam₅ we-dí-šu-ma a-šé-e ù ṭup-pì-a ša GÁN-lim a-mar-ma KÙ.BABBAR ma-lá ḫu-bu-ul a-bi-ku-nu ú-ša-qí-lu-ú ù ma-lá KÙ.BABBAR-áp a-bi₄-ku-nu al-qé-ú ú-ra-am a-qá-bi-a-ku-nu-tí ,"The sons of Iddin-abum said as follows to Šalim-Aššur: For which things do you detain us? Inform us!"" Šalim-Aššur answered: ""I paid 43 minas of silver in the City from my joint-stock capital out of silver not my own on the order of Issu-arik to cover your father's debt. I am the guarantor: I sue you for the silver, the interest and the compound interest. For these things I detain you. Furthermore, 8 minas of silver, my funds, that Šu-Bēlum took in hahhum, for that I sue Šu-Bēlum alone. So, I shall check my tablets that are in Anatolia, and tomorrow I shall tell you how much silver I have paid for your father's debt, and how much silver belonging to your father I have received."" "
22,22,22,,140,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. ,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. 
23,23,23,,418,0,ra-bi-ṣú-um ša É ša-lim-a-šur a-na en-um-a-šùr ú a-lá-ḫi-im me-er-e ša-lim-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma ra-bi-ṣú-um-ma iš-tù ITU-<gap>-KAM a-li-kam-ma tù-na-a-ni ú iš-tù ITU.2.KAM um-me-a-nu a-bi-ku-nu <gap> na-áš-pé-er-tám i-<gap> wa-šu-ri-im ú-kà-<gap> tù-na-ni-ma a-lá+lá-<gap> pí-a ša ni-iš a-lim{ki} ú ru-ba-im ta-mu-ú lu ú-kà-al ba-a-nim {d}UTU 1 u₄-ma-am a-nim a-šar URUDU ú KÙ.BABBAR ša a-bi-ku-nu ú-kà-lu-ni kà-li-ma-ni lu-šé-ra-ku-nu-tí lá tù-na-a-ni-ma KÙ.BABBAR 12 ma-na lá tù-ša-ag-me-ra-ni lá ri-ig-ma-tum ší-bu-tum ra-bi-ṣú-um iṣ-ba-at-ni-a-tí-ma um-ma en-um-a-šùr-ma uš-kà-in a-na ší-pár be-lí-a ba-a-am mì <gap> dur₄-ḫu-mì-it lu nu-pá-ḫi-ir-ma lu nu-ṣí lá tù-na-ḫa-ni um-ma a-lá-ḫu-um-ma a-pu-tí-a a-ba-ba e-pu-ul-ma a-na dur₄-ḫu-mì-it ú-lá a-lá-ak ba-a-am <gap> tám-kà-ru <gap> ba-a-am <gap> ,"The attorney of Šalim-Aššur's firm seized us against Ennam-Aššur and Ali-ahum, Šalim-Aššur's sons, and the attorney said: I came here <gap> months ago and you cheat me! Also, for 2 months your father's investors <gap> the missive <gap> release <gap> Keep in mind what was sworn by the City and the king! Come, show me this very day where they keep your father's copper and silver! I shall release it for you. Do not cheat me lest I have an extra expense of at least 12 minas of silver."" This is not a formal lawsuit but a witnessed statement. The attorney seized us and Ennam-Aššur answered: ""I submit to the messenger of my lord. Come, <gap> let us collect <gap> in Durhumit so let us leave! Do not obstruct me."" Ali-ahum said: ""I answered Ababa right away, and I shall not go to Durhumit. Come, <gap> customers <gap> Come, <gap>"" ",ra-bi-ṣú-um ša É ša-lim-a-šur a-na en-um-a-šùr ú a-lá-ḫi-im me-er-e ša-lim-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma ra-bi-ṣú-um-ma iš-tù ITU-<gap>-KAM a-li-kam-ma tù-na-a-ni ú iš-tù ITU.2.KAM um-me-a-nu a-bi-ku-nu <gap> na-áš-pé-er-tám i-<gap> wa-šu-ri-im ú-kà-<gap> tù-na-ni-ma a-lá+lá-<gap> pí-a ša ni-iš a-lim{ki} ú ru-ba-im ta-mu-ú lu ú-kà-al ba-a-nim {d}UTU 1 u₄-ma-am a-nim a-šar URUDU ú KÙ.BABBAR ša a-bi-ku-nu ú-kà-lu-ni kà-li-ma-ni lu-šé-ra-ku-nu-tí lá tù-na-a-ni-ma KÙ.BABBAR 12 ma-na lá tù-ša-ag-me-ra-ni lá ri-ig-ma-tum ší-bu-tum ra-bi-ṣú-um iṣ-ba-at-ni-a-tí-ma um-ma en-um-a-šùr-ma uš-kà-in a-na ší-pár be-lí-a ba-a-am mì <gap> dur₄-ḫu-mì-it lu nu-pá-ḫi-ir-ma lu nu-ṣí lá tù-na-ḫa-ni um-ma a-lá-ḫu-um-ma a-pu-tí-a a-ba-ba e-pu-ul-ma a-na dur₄-ḫu-mì-it ú-lá a-lá-ak ba-a-am <gap> tám-kà-ru <gap> ba-a-am <gap> ,"The attorney of Šalim-Aššur's firm seized us against Ennam-Aššur and Ali-ahum, Šalim-Aššur's sons, and the attorney said: I came here <gap> months ago and you cheat me! Also, for 2 months your father's investors <gap> the missive <gap> release <gap> Keep in mind what was sworn by the City and the king! Come, show me this very day where they keep your father's copper and silver! I shall release it for you. Do not cheat me lest I have an extra expense of at least 12 minas of silver."" This is not a formal lawsuit but a witnessed statement. The attorney seized us and Ennam-Aššur answered: ""I submit to the messenger of my lord. Come, <gap> let us collect <gap> in Durhumit so let us leave! Do not obstruct me."" Ali-ahum said: ""I answered Ababa right away, and I shall not go to Durhumit. Come, <gap> customers <gap> Come, <gap>"" "
24,24,24,,418,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni,"The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Witnessed by Kuzilānum, by Aššur-rabi; Nimmar-Adad was our (absent) partner.""",a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni,"The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Witnessed by Kuzilānum, by Aššur-rabi; Nimmar-Adad was our (absent) partner."""
25,26,26,,698,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.
26,28,28,,703,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.
27,29,29,,953,0,a-šùr-na-da DUMU šu-{d}EN.LÍL tap-pá-i-ni , Aššur-nādā son of Šu-Illil is our (absent) partner. ,a-šùr-na-da DUMU šu-{d}EN.LÍL tap-pá-i-ni , Aššur-nādā son of Šu-Illil is our (absent) partner. 
28,30,30,,953,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. ,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. 
29,31,31,,961,0,{d}IM.GAL DUMU bu-zi tap-pá-i-ni , Adad-rabi son of Buzi was our (absent) partner. ,{d}IM.GAL DUMU bu-zi tap-pá-i-ni , Adad-rabi son of Buzi was our (absent) partner. 
30,32,32,,961,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in,The Kanesh colony gave us for these proceedings and we gave a tablet with our testimony before Aššur's dagger. ,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in,The Kanesh colony gave us for these proceedings and we gave a tablet with our testimony before Aššur's dagger. 
31,33,33,,1027,0,en-um-a-šùr a-na a-lá-ḫi-im iṣ-ba-at-ni-a-tí-ma um-ma en-um-a-šùr-ma a-na a-lá-ḫi-im-ma al-kam lá-áš-a-al-kà um-ma a-lá-ḫu-um-ma a-na mì-nim ta-ša-a-lá-ni um-ma en-um-a-šùr-ma a-na ta-aḫ-sí-sá-tim ša a-na-ku ù a-ta ni-kà-sí ni-sí-ú i ku-nu-ki-kà ù ku-nu-ki-a kà-an-kà-ni ik-ra-ni ú-lá kà-i-na-ni um-ma a-lá-ḫu-um-ma ta-aḫ-sí-sá-tim ša ku-nu-ki-a ú ku-nu-ki-kà kà-an-kà-ni ke-na ku-nu-ku-a lá a-na-ki-ir um-ma en-um-a-šur-ma ša ni-iš a-lim{ki} <gap> ta-mu-ú kà-i-lá <gap> a-na a-lim{ki} ú be-lí-a a-wa-tí bi₄-lá ,"Ennam-Aššur seized us against Ali-ahum and said to Ali-ahum: Come, let me question you!"" Ali-ahum answered: ""Why do you want to question me?"" Ennam-Aššur said: ""About the memoranda stating that I and you settled accounts. Contest or confirm to me that they are sealed by you and me."" Ali-ahum answered: ""As to the memoranda sealed by me and by you - yes, I do not contest my seal."" Ennam-Aššur said: ""Keep in mind what was sworn by the City! Bring my case to the City assembly and my lord."" ",en-um-a-šùr a-na a-lá-ḫi-im iṣ-ba-at-ni-a-tí-ma um-ma en-um-a-šùr-ma a-na a-lá-ḫi-im-ma al-kam lá-áš-a-al-kà um-ma a-lá-ḫu-um-ma a-na mì-nim ta-ša-a-lá-ni um-ma en-um-a-šùr-ma a-na ta-aḫ-sí-sá-tim ša a-na-ku ù a-ta ni-kà-sí ni-sí-ú i ku-nu-ki-kà ù ku-nu-ki-a kà-an-kà-ni ik-ra-ni ú-lá kà-i-na-ni um-ma a-lá-ḫu-um-ma ta-aḫ-sí-sá-tim ša ku-nu-ki-a ú ku-nu-ki-kà kà-an-kà-ni ke-na ku-nu-ku-a lá a-na-ki-ir um-ma en-um-a-šur-ma ša ni-iš a-lim{ki} <gap> ta-mu-ú kà-i-lá <gap> a-na a-lim{ki} ú be-lí-a a-wa-tí bi₄-lá ,"Ennam-Aššur seized us against Ali-ahum and said to Ali-ahum: Come, let me question you!"" Ali-ahum answered: ""Why do you want to question me?"" Ennam-Aššur said: ""About the memoranda stating that I and you settled accounts. Contest or confirm to me that they are sealed by you and me."" Ali-ahum answered: ""As to the memoranda sealed by me and by you - yes, I do not contest my seal."" Ennam-Aššur said: ""Keep in mind what was sworn by the City! Bring my case to the City assembly and my lord."" "
32,34,34,,1027,1,a-na a-wa-tim a-ni-a-tím kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. ,a-na a-wa-tim a-ni-a-tím kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. 
33,35,35,,1066,0,ša ki-ma i-dí-a-šùr DUMU ku-bi₄-dí ù ku-la É i-dí-a-bi₄-im a-na ḫu-bu-ul i-dí-a-bi₄-im ik-nu-ku-ma am-tám ù ÌR uš-té-ṣí-ú i-na šál-ší-im ú-mì-im a-šur-i-mì-tí DUMU a-mur-DINGIR ša ki-ma šál-ma-a-šur 17 ma-na KÙ.BABBAR a-na ṣí-ib-tim il₅-qé-ma a-na ḫu-bu-ul i-dí-a-bi₄-im a-na ša ki-ma i-dí-a-šùr ù ku-lá a-lá-ḫu-um DUMU i-dí-sú-en li-ba-a DUMU ú-zu-a ù šu-be-lúm DUMU šál-ma-a-šur iš-qúl-ma É-tí am-tám ù ÌR ša i-dí-a-bi₄-im a-na a-šur-i-mì-tí DUMU a-mur-DINGIR ša ki-ma šál-ma-a-šùr ú-šé-ru ,"The representatives of Iddin-Aššur son of Kūbi-idī and Kula sealed Iddin-abum's house because of Iddin-abum's debt, and they brought out the maid and slave. On the third day Aššur-imittī son of Amur-ilī, Šalim-Aššur's representative, borrowed 17 minas of silver against interest and paid it to cover Iddin-abum's debt to the representatives of Iddin-Aššur and Kula: Alāhum son of Iddin-Suen, Libbaya son of Uzuwa and Šu-Bēlum son of Šalim-Aššur, and they released Iddin-abum's houses, maid and slave to Aššur-imittī son of Amur-ilī, Šalim-Aššur's representative. ",ša ki-ma i-dí-a-šùr DUMU ku-bi₄-dí ù ku-la É i-dí-a-bi₄-im a-na ḫu-bu-ul i-dí-a-bi₄-im ik-nu-ku-ma am-tám ù ÌR uš-té-ṣí-ú i-na šál-ší-im ú-mì-im a-šur-i-mì-tí DUMU a-mur-DINGIR ša ki-ma šál-ma-a-šur 17 ma-na KÙ.BABBAR a-na ṣí-ib-tim il₅-qé-ma a-na ḫu-bu-ul i-dí-a-bi₄-im a-na ša ki-ma i-dí-a-šùr ù ku-lá a-lá-ḫu-um DUMU i-dí-sú-en li-ba-a DUMU ú-zu-a ù šu-be-lúm DUMU šál-ma-a-šur iš-qúl-ma É-tí am-tám ù ÌR ša i-dí-a-bi₄-im a-na a-šur-i-mì-tí DUMU a-mur-DINGIR ša ki-ma šál-ma-a-šùr ú-šé-ru ,"The representatives of Iddin-Aššur son of Kūbi-idī and Kula sealed Iddin-abum's house because of Iddin-abum's debt, and they brought out the maid and slave. On the third day Aššur-imittī son of Amur-ilī, Šalim-Aššur's representative, borrowed 17 minas of silver against interest and paid it to cover Iddin-abum's debt to the representatives of Iddin-Aššur and Kula: Alāhum son of Iddin-Suen, Libbaya son of Uzuwa and Šu-Bēlum son of Šalim-Aššur, and they released Iddin-abum's houses, maid and slave to Aššur-imittī son of Amur-ilī, Šalim-Aššur's representative. "
34,36,36,,1066,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma ṭup-pá-am ša ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before Aššur's dagger. ",a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma ṭup-pá-am ša ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before Aššur's dagger. "
35,37,37,,1093,0,i-sú-ri-ik a-na a-lim{ki} i-lá-ak-ma É-tí-šu ša bu-ri-im a-šar a-ni ša-lim-a-šùr wa-áš-bu-ni a-na tù-ud-ḫi-li-a a-ḫu tù-li a-na ší-mì-im i-dí-šu-nu ,"As Issu-arik will go to the City, he sold his houses by the well, where at present Šalim-Aššur is living, to Tudhiliya the brother of Tuli. ",i-sú-ri-ik a-na a-lim{ki} i-lá-ak-ma É-tí-šu ša bu-ri-im a-šar a-ni ša-lim-a-šùr wa-áš-bu-ni a-na tù-ud-ḫi-li-a a-ḫu tù-li a-na ší-mì-im i-dí-šu-nu ,"As Issu-arik will go to the City, he sold his houses by the well, where at present Šalim-Aššur is living, to Tudhiliya the brother of Tuli. "
36,38,38,,1093,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur. ",a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur. "
37,39,39,,1132,0,ša-lim-a-šùr ù šu-be-lúm iṣ-bu-tù-ni-a-tí-ma um-ma šu-be-lúm-ma a-na ša-lim-a-šùr-ma a-bi a-ta a-na É a-bi-a a-na mì-ma a-na a-wa-tí-kà ga-ma-ri-im a-li-kam i-a-tí i pá-ni a-ḫi-e-a KÙ.BABBAR ša ta-da-nim dí-nam um-ma ša-lim-a-šùr-ma 15 ma-na KÙ.BABBAR a-ma i-na pá-ni a-ḫe-kà ta-lá-qé a-ma bu-zu-a qá-ta-tù-a um-ma ša-lim-a-šur-ma i-na ga-ma-ar a-wa-tim ki-ma ku-a-tí ma-nam tù-šé-ša-áb um-ma šu-be-lúm-ma bu-zu-a ù a-gi-a ki-ma i-a-tí ú-šé-ša-áb KÙ.BABBAR ša i pá-ni a-ḫe-e-a ta-da-na-ni KÙ.BABBAR 2 ší-na KÙ.BABBAR lu-ṣa-ḫi-ru-ni-kum um-ma ša-lim-a-šùr-ma šu-ma-ba bu-zu-a ù a-gi-a i-na ga-ma-ar a-wa-tim lá tù-uš-té-ší-ib um-ma šu-be-lúm-ma šu-ma bu-zu-a ù a-gi-a-a i-ga-ma-ar a-wa-tim lá uš-té-ší-ib a-na 5 ma-na KÙ.BABBAR ša bu-zu-a e-pu-li-ni mì-ma lá ta-da-nam ,"Šalim-Aššur and Šu-Bēlum seized us and Šu-Bēlum said to Šalim-Aššur: You are my father, I have come to conclude your case about everything relating to my paternal house. Give me what silver there is to give before my brothers."" Šalim-Aššur answered: ""You will indeed receive 15 minas of silver before your brothers."" ""Now, Buzuwa is my guarantor."" Šalim-Aššur continued: ""At the conclusion of the matter who will you have sit down on your behalf?"" Šu-Bēlum answered: ""I shall have Buzuwa and Agiya sit down for me. The silver that you will give me before my brothers, those two will deduct that silver for you."" Šalim-Aššur said: ""And if indeed you have not had Buzuwa and Agiya sit down when the case is concluded?"" Šu-Bēlum answered: ""If I have not had Buzuwa and Agiya sit down at the conclusion of the case, you shall not give me anything for the 5 minas of silver that Buzuwa balanced for me."" ",ša-lim-a-šùr ù šu-be-lúm iṣ-bu-tù-ni-a-tí-ma um-ma šu-be-lúm-ma a-na ša-lim-a-šùr-ma a-bi a-ta a-na É a-bi-a a-na mì-ma a-na a-wa-tí-kà ga-ma-ri-im a-li-kam i-a-tí i pá-ni a-ḫi-e-a KÙ.BABBAR ša ta-da-nim dí-nam um-ma ša-lim-a-šùr-ma 15 ma-na KÙ.BABBAR a-ma i-na pá-ni a-ḫe-kà ta-lá-qé a-ma bu-zu-a qá-ta-tù-a um-ma ša-lim-a-šur-ma i-na ga-ma-ar a-wa-tim ki-ma ku-a-tí ma-nam tù-šé-ša-áb um-ma šu-be-lúm-ma bu-zu-a ù a-gi-a ki-ma i-a-tí ú-šé-ša-áb KÙ.BABBAR ša i pá-ni a-ḫe-e-a ta-da-na-ni KÙ.BABBAR 2 ší-na KÙ.BABBAR lu-ṣa-ḫi-ru-ni-kum um-ma ša-lim-a-šùr-ma šu-ma-ba bu-zu-a ù a-gi-a i-na ga-ma-ar a-wa-tim lá tù-uš-té-ší-ib um-ma šu-be-lúm-ma šu-ma bu-zu-a ù a-gi-a-a i-ga-ma-ar a-wa-tim lá uš-té-ší-ib a-na 5 ma-na KÙ.BABBAR ša bu-zu-a e-pu-li-ni mì-ma lá ta-da-nam ,"Šalim-Aššur and Šu-Bēlum seized us and Šu-Bēlum said to Šalim-Aššur: You are my father, I have come to conclude your case about everything relating to my paternal house. Give me what silver there is to give before my brothers."" Šalim-Aššur answered: ""You will indeed receive 15 minas of silver before your brothers."" ""Now, Buzuwa is my guarantor."" Šalim-Aššur continued: ""At the conclusion of the matter who will you have sit down on your behalf?"" Šu-Bēlum answered: ""I shall have Buzuwa and Agiya sit down for me. The silver that you will give me before my brothers, those two will deduct that silver for you."" Šalim-Aššur said: ""And if indeed you have not had Buzuwa and Agiya sit down when the case is concluded?"" Šu-Bēlum answered: ""If I have not had Buzuwa and Agiya sit down at the conclusion of the case, you shall not give me anything for the 5 minas of silver that Buzuwa balanced for me."" "
38,40,40,,1132,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave our testimony before Aššur's dagger. ",a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,"The Kanesh colony gave us for these proceedings, and we gave our testimony before Aššur's dagger. "
39,41,41,,1161,0,ša-lim-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma šu-ut-ma a-na šu-bé-lim ù en-na-sú-in-ma KÙ.BABBAR 1 GÚ ù 2 GÚ a-na ḫu-bu-ul a-bi-ku-nu i-na na-ru-qí-a ú-ša-qí-il₅ ba-a-nim ṭup-pé-e ša ḫu-bu-ul a-bi-ku-nu am-ra-ma KÙ.BABBAR-pí šu-uq-lá-nim um-ma šu-nu-ma ṭup-pu ú ma-aḫ-ru-ú ša a-bi-ni i-na ku-nu-uk šu-{d}EN.LÍL a-mur-IŠTAR ù šu-a-nim kà-an-ku-ma i-na a-lim{ki} i-ba-ší-ú šu-ma-ba i li-bi a-bi-ni ta-áb-tù-ra-am šál-ma-am i-na a-lim{ki} la-qá-am la ta-mu-a um-ma ša-lim-a-šùr-ma a-na šu-be-lim KÙ.BABBAR ša GÁN-lim a-na-ku pá-ḫu-ra-am qá-bi-a-ku mì-šu-um iš-tí DUMU da-da KÙ.BABBAR i ḫa-ḫi-im tal-qé um-ma šu-be-lúm-ma ke-na al-qé ù en-na-sú-in iš-a-al-ma um-ma šu-ut-ma mì-šu-ú i tí-me-el-ki-a KÙ.BABBAR tal-qé um-ma šu-ut-ma šu-ma al-qé a-da-gal-šu lá i-ba-ší ,"Šalim-Aššur seized us and said to Šu-Bēlum and Enna-Suen: I have paid some 1 or 2 talents of silver for your father's debt out of my joint-stock capital. Come on, look at the tablets concerning your father's debt and pay me my silver."" They said: ""Our father's tablets and copies were sealed with the seals of Šu-Illil, Amur-Ištar and Šu-Anum, and they are in the City. If indeed you can establish anything as owed by our father, will you refuse to take the full amount in the City?"" Šalim-Aššur answered Šu-Bēlum: ""I have personally promised to collect the silver that is abroad. Why have you taken silver from Dada's son in hahhum?"" Šu-Bēlum answered: ""Yes, I took it."" So he asked Enna-Suen, saying: ""Why have you taken silver in Timel-kiya?"" He answered: ""I shall look whether I took any, but there is nothing."" § ",ša-lim-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma šu-ut-ma a-na šu-bé-lim ù en-na-sú-in-ma KÙ.BABBAR 1 GÚ ù 2 GÚ a-na ḫu-bu-ul a-bi-ku-nu i-na na-ru-qí-a ú-ša-qí-il₅ ba-a-nim ṭup-pé-e ša ḫu-bu-ul a-bi-ku-nu am-ra-ma KÙ.BABBAR-pí šu-uq-lá-nim um-ma šu-nu-ma ṭup-pu ú ma-aḫ-ru-ú ša a-bi-ni i-na ku-nu-uk šu-{d}EN.LÍL a-mur-IŠTAR ù šu-a-nim kà-an-ku-ma i-na a-lim{ki} i-ba-ší-ú šu-ma-ba i li-bi a-bi-ni ta-áb-tù-ra-am šál-ma-am i-na a-lim{ki} la-qá-am la ta-mu-a um-ma ša-lim-a-šùr-ma a-na šu-be-lim KÙ.BABBAR ša GÁN-lim a-na-ku pá-ḫu-ra-am qá-bi-a-ku mì-šu-um iš-tí DUMU da-da KÙ.BABBAR i ḫa-ḫi-im tal-qé um-ma šu-be-lúm-ma ke-na al-qé ù en-na-sú-in iš-a-al-ma um-ma šu-ut-ma mì-šu-ú i tí-me-el-ki-a KÙ.BABBAR tal-qé um-ma šu-ut-ma šu-ma al-qé a-da-gal-šu lá i-ba-ší ,"Šalim-Aššur seized us and said to Šu-Bēlum and Enna-Suen: I have paid some 1 or 2 talents of silver for your father's debt out of my joint-stock capital. Come on, look at the tablets concerning your father's debt and pay me my silver."" They said: ""Our father's tablets and copies were sealed with the seals of Šu-Illil, Amur-Ištar and Šu-Anum, and they are in the City. If indeed you can establish anything as owed by our father, will you refuse to take the full amount in the City?"" Šalim-Aššur answered Šu-Bēlum: ""I have personally promised to collect the silver that is abroad. Why have you taken silver from Dada's son in hahhum?"" Šu-Bēlum answered: ""Yes, I took it."" So he asked Enna-Suen, saying: ""Why have you taken silver in Timel-kiya?"" He answered: ""I shall look whether I took any, but there is nothing."" § "
40,42,42,,1161,1,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. ,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. 
