,row_index,segment_idx,akk,eng
170,614,1,IGI a-šur-i-mì-tí DUMU a-mur-a-šùr IGI a-šùr-mu-ta-bi₄-il₅ DUMU en-um-a-šùr IGI ma-num-ba-lúm-a-šùr DUMU i-ku-nim ,"Witnessed by Aššur-imittī son of Amur-Aššur, by Aššur-muttabbil son of Ennam-Aššur, by Mannum-balum-Aššur son of Ikūnum."
171,614,2,a-na a-šùr-mu-ta-bi-il₅ qí-bi-ma šu-ma KÙ.BABBAR lá iš-ta-qal na-áš-pè-ra-tim ta-ga-<gap>-tí," To Aššur-muttabbil: If he has not paid the silver, then you must <gap> the missives."
172,621,0,5 ma-na AN.NA ù 0.6666 ma-na KÙ i li-bi i-dí-a-bi₄-im ù šu-ut ú-ku-ul-tám ša iš-tù ḫa-ḫi-im a-dí kà-ni-iš <gap> ,5 minas of tin and 0.6666 minas of silver is owed by Iddin-abum. He also (owes for) the food for a trip from hahhum to Kanesh. <gap>
173,621,1,IGI a-šur-UTU-ši,Witnessed by Aššur-šamšī.
174,621,2,,
175,639,0,{d}IŠKUR-ba-ni ù en-na-sú-in ni-kà-sé i-sí-ú-ma 48.5 ma-na URUDU en-na-sú-in i-ša-qal 31.5 ma-na URUDU {d}IŠKUR-ba-ni i-ša-qal ,Adad-bāni and Ennam-Suen settled accounts and Ennam-Suen will pay 48.5 minas of copper and Adad-bāni will pay 31.5 minas of copper. 
176,639,1,IGI PUZUR₄-a-šur,Witnessed by Puzur-Aššur.
177,639,2,,
178,645,0,e-na-aḫ-DINGIR be-lá-num aḫ-ša-lim ù lá-qé-pu-um i mì-ig-ra-tí-šu-nu iṣ-bu-tù-ni-a-tí i-na u₄-mì-im ša e-na-aḫ-DINGIR be-lá-num ù aḫ-ša-lim KÙ.BABBAR ša ik-ri-be ša ma-za-zi-im ša šu-a-šur qá-sú-nu ma-lá i-ša-qú-lu-ni ù lá-qé-pu-um qá-sú i-ša-qal ,"Enah-ilī, Bēlānum, Ah-šalim and Lā-qēp seized us by joint agreement. On the day when Enah-ilī, Bēlānum and Ah-šalim pay their shares of the silver of Šu-Aššur's pledge, then Lā-qēp must also pay his share. "
179,645,1,IGI PUZUR₄-a-na IGI a-lá-ḫi-im,"Witnessed by Puzur-Anna, by Ali-ahum."
180,645,2,,
181,650,0,17 ma-na KÙ.BABBAR ṣa-ru-pá-am i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam a-šùr-iš-tí-kál DUMU sú-kà-li-a il₅-qé ,Aššuriš-tikal son of Sukalliya has received 17 minas of refined silver from the proceeds of Ušinalam's wool. 
182,650,1,IGI en-um-a-šùr DUMU sú-in-na-da IGI a-šùr-i-mì-tí IGI iš-me-DINGIR IGI en-na-sú-in IGI i-<gap>-ni IGI a-lá+lá-<gap> a-ḫi-šu IGI e-lá-lí DUMU i-pí-li-is,"Witnessed by Ennam-Aššur son of Suen-nādā, by Aššur-imittī, by Išme-ilum, by Enna-Suen, by I<gap>, by Alā<gap> his brother, by Elāli son of Ippilis."
183,650,2,,
184,654,0,1 me-at ku-ta-nu dam-qú-tum 10 GÚ ù it-ra-sú AN.NA 10 ku-ta-nu qá-ab-li-ú-tum li-we-sú 7.5 ANŠE ṣa-lá-mu mì-ma a-nim ša DAM.GÀR-ri-im 1 me-at 17 TÚG ku-ta-nu qá-dum li-we-tim 5 GÚ AN.NA ù it-ra-sú 5.5 ANŠE ṣa-la-mu 3 TÚG ší-li-ip-ki-e-ú ù 2 TÚG lu-bu-šu a-na ša ki-ma i-a-tí a-ḫa-am-ma 1 TÚG lu-bu-šu-um 2 TÚG ra-qá-ta-an a-na bu-ur-a-šùr 2 TÚG ší-li-ip-ki-ú 2 TÚG lu-bu-šu a-na DINGIR-ba-ni a-ḫa-ma ša a-we-el-tim 2 TÚG lu-bu-šu pá-ṣí-ú-tum a-na bu-ur-a-šùr 2 TÚG ší-li-ip-ki-ú a-na DINGIR-ba-ni ŠU.NÍGIN 15 TÚG.ḪI.A 22 ku-ta-nu ša kà-ṣa-re-e a-ḫa-ma 6 TÚG ku-sí-a-tum dam-qá-tum 2 ma-na KÙ.BABBAR ší-im-ší-na a-na qá-tí en-um-a-šùr a-dì-in 40 ma-na ni-ga-lu 30 ma-na sà-am-ru-a-tum 3.5 ma-na KÙ.BABBAR 30 ma-na AN.NA mì-ma a-nim a-na qá-tí en-um-a-šùr a-dí-in mì-ma a-nim ša in-na-a ù DAM.GÀR en-um-a-šùr i-ra-dì ,"100 fine, 10 talents of tin and its extras, 10 of medium quality for the packing, 7.5 black donkeys - all this, belonging to a merchant; 117 -textiles including for the packing, 5 talents of tin and its extras, 5.5 black donkeys, 3 Šilipkian textiles and 2 garments for my representatives; further, 1 garment and 2 thin textiles for Būr-Aššur; 2 Šilipkian textiles and 2 garments for Ilī-bāni; further - belonging to the lady - 2 white garments for Būr-Aššur; 2 Šilipkian textiles for Ilī-bāni; in all: 15 textiles; 22 belonging to the packers; further, 6 fine robes - their price in silver was 2 minas - I gave into the care of Ennam-Aššur; 40 minas of sickles, 30 minas of nails, 3.5 minas of silver and 30 minas of tin - all this I gave into the care of Ennam-Aššur. All this - belonging to Innaya and the merchant - Ennam-Aššur will lead. "
185,654,1,IGI ba-ba-li IGI pí-lá-aḫ-IŠTAR IGI bi-ta-a,"Witnessed by Babali, by Pilah-Ištar, by Bitaya."
186,654,2,,
187,655,0,1.3333 ma-na KÙ.BABBAR ṣa-ru-pá-am i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam šu-ku-bu-um DUMU e-na-ma-nim il₅-qé ,Šu-Kūbum son of Ennam-Anum has received 1.3333 mina of refined silver from the proceeds of Ušinalam's wool. 
188,655,1,IGI i-lá-áš-ra-ni DUMU sú-kà-li-a IGI en-na-sú-in DUMU i-dí-a-bi₄-im,"Witnessed by Ilī-ašrannī son of Sukkalliya, by Enna-Suen son of Iddin-abum."
189,655,2,,
190,659,0,1.5 ma-na KÙ.BABBAR en-um-a-šùr DUMU ša-lim-a-šur a-na šu-IŠTAR DUMU šu-ki-tim i-nu-mì a-na a-lim{ki} i-lu-ku i-da-šu-ma 3 ma-na KÙ.BABBAR ṣa-ru-pá-am i-na tù-wa-ri-šu šu-IŠTAR a-na en-um-a-šùr i-ša-qal ,"Ennam-Aššur son of Šalim-Aššur will give 1.5 mina of silver to Šu-Ištar son of Šukkutum when he goes to the City, and on his return Šu-Ištar will pay 3 minas of refined silver to Ennam-Aššur. "
191,659,1,IGI šu-ma-bi-a DUMU a-mu-ra-a IGI la-qé-ep DUMU šu-a-šùr,"Witnessed by Šumi-abiya son of Amuraya, by Lā-qēp son of Šu-Aššur."
192,659,2,,
193,660,0,šál-ma-a-šùr a-ṣé-er a-mur-IŠTAR ú-ṭá-ḫi-ú-ni-a-tí-ma um-ma šál-ma-a-šur-ma a-na a-mur-IŠTAR-ma mì-šu-um ší-im TÚG-ba-tí-a URUDU ta-aṣ-ba-at um-ma a-mur-IŠTAR-ma ke-na 4 GÚ lá-mu-nam aṣ-ba-at ba-lu-um ḫi-na-a ú ší-bé aṣ-ba-at um-ma ša-lim-a-šur-ma ḫa-bu-ra-ta-i-am tal-qé um-ma a-mur-IŠTAR-ma ša i qá-tim <gap>-ta-šu-šu al-qé um-ma a-mur-IŠTAR-ma a-ta lu-qú-tí ša 10 ma-na KÙ.BABBAR ta-aṣ-ba-at um-ma ša-lim-a-šur mì-ma lá aṣ-ba-at-ma um-ma a-mur-IŠTAR-ma a ṣú-ḫa-ri-a a za-al-pá áš-ta-pár ṣú-ḫa-ri li-li-kam-ma lá-ta-wu um-ma a-mur-IŠTAR-ma a-na-ku a-šé-e-kà ú-ul a-ta ta-šé-e-a-ni ,"Šalim-Aššur made us approach Amur-Ištar, and Šalim-Aššur said to Amur-Ištar: Why have you seized the copper that was the proceeds from my textiles?"" Amur-Ištar answered: ""Yes, I have seized 4 talents of poor copper. I seized it without hinnaya's permission and without witnesses."" Šalim-Aššur said: ""Did you take copper from haburat?"" Amur-Ištar answered: ""I took what I could grab."" Amur Ištar continued: ""But did you not seize my merchandise worth 10 minas of silver?"" Šalim-Aššur answered: ""I have seized nothing."" Amur-Ištar said: ""I have sent my servant to Zalpa. When my servant comes I shall discuss (further)."" Amur-Ištar continued: ""It is I who am suing you, not you who are suing me."" "
194,660,1,IGI MAR.TU-ba-ni IGI pu-šu-ki-in ,"Witnessed by Amurrum-bāni, by Pūšu-kēn."
195,660,2,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in," § The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. """
196,690,0,2 GÍN KÙ.KI i-ṣé-er i-dí-na-bi-im DUMU šu-IŠTAR a-lá-ḫu-um i-šu iš-tù ITU.1.KAM ḫu-bu-ur a-na ITU.2.KAM i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb li-mu-um ṣí-lu-lu ,"Iddin-abum son of Šu-Ištar owes 2 shekels of gold to Ali-ahum. Reckoned from the month huburhe will pay in 2 months. If he has not paid in time, he will add interest according to the rule of the colony. Eponym: Ṣilulu. "
197,690,1,IGI e-lá-lí DUMU i-pí-li-is IGI bi-sá-a IGI bé-lúm-ba-ni DUMU a-šur-be-el-a-wa-tim,"Witnessed by Elāli son of Ippilis, by Bisaya, by Bēlum-bāni son of Aššur-bēl-awātim."
198,690,2,,
199,695,0,a-wa-tù-šu-nu ša šál-ma-a-šùr šu-bé-lúm ki-ma DAM i-sú-rik₁₃ DUMU.MÍ i-sú-rik₁₃ ù DUMU.MÍ i-dí-a-bi-im ra-bi-ṣum ù šu-be-lúm KI ša-lim-a-šur ni-iš a-lim{ki} it-mu-ú-ma a-wa-tù-šu-nu gám-ra <gap> ù a-ḫu-šu i-lu-ku-ni-ma ša-lim-a-šùr a-na lu-qú-tim AN.NA ú TÚG.ḪI.A ša-lim-a-šùr ú-kà-nu-ni a-šùr-ta-ak-lá-ku ra-bi-ṣú-um a-na lu-qú-tim a-ni-tim šu-be-lúm a-ša-at i-sú-rik₁₃ DUMU.MÍ i-sú-rik₁₃ ù DUMU.MÍ i-dí-a-bi-im a-na ša-lim-a-šùr šu-ku-bi₄-im ù a-ḫi-šu ú-lá i-tù-ru šu-ma i-tù-ru šu-be-lúm ù MAŠKIM ú-bu-bu-šu-nu ,"Their case concerning Šalim-Aššur - Šu-Bēlum for the wife of Issu-arik, the daughter of Issu-arik and the daughter of Iddin-abum, the attorney and Šu-Bēlum (on his own) swore an oath on the City with Šalim-Aššur and their case was concluded. <gap> Šu-Kūbum and his brother will come and confirm Šalim-Aššur for the goods, the tin and textiles. Aššur-taklāku was the attorney. Šu-Bēlum, the wife of Issu-arik, the daughter of Issu-arik and the daughter of Iddin-abum must not raise claim to these goods against Šalim-Aššur, Šu-Kūbum or his brother. If they do raise claim, Šu-Bēlum and the attorney will clear them. "
200,695,1,IGI {d}MAR.TU-ba-ni IGI a-šùr-i-dí IGI šu-ku-bi-im IGI šu-ma-li-ba-a-šùr,"Witnessed by Amurrum-bāni, by Aššur-idī, by Šu-Kūbum, by Šumma-libbi-Aššur."
201,695,2,,
202,699,0,5 ma-na KÙ.BABBAR ṣa-ru-pu-um i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam PUZUR₄-ša-du-we DUMU lá-qé-ep il₅-qé ,Puzur-šadu'e son of Lā-qēp has received 5 minas of refined silver from the proceeds of Ušinalam's wool. 
203,699,1,IGI a-šùr-GAL DUMU ma-nu-um-šu-um-šu IGI en-na-sú-in DUMU i-dí-a-bi-im IGI i-dí-a-šùr ,"Witnessed by Aššur-rabi son of Mannum-šumšu, by Enna-Suen son of Iddin-abum, by Iddin-Aššur."
204,699,2,bu du ú,
205,711,0,ša-lim-a-šùr a-ṣé-er a-mur-IŠTAR ú-ṭá-ḫi-ni-a-tí-ma um-ma ša-lim-a-šùr-ma a-na a-mur-IŠTAR-ma mì-šu-um ší-im ṣú-ba-tí-a URUDU ta-aṣ-ba-at um-ma a-mur-IŠTAR-ma 4 GÚ URUDU lá-mu-na-am ke-na aṣ-ba-at ba-lu-um ḫi-na-a ù ší-bi aṣ-ba-at um-ma ša-lim-a-šùr-ma ḫa-bu-ra-ta-i-a-am tal-qé um-ma a-mur-IŠTAR-ma ša i-na qá-tim aḫ-ta-šu-šu al-qé a-ta lu-qú-tí ša 10 ma-na KÙ.BABBAR lá ta-aṣ-ba-at um-ma ša-lim-a-šùr-ma mì-ma ú-lá aṣ-ba-at um-ma a-mur-IŠTAR-ma a-na ṣú-ḫa-ri-a a-na za-al-pá áš-ta-pá-ar ṣú-ḫa-ri li-li-kam-ma lá-ta-wi um-ma a-mur-IŠTAR-ma a-na-ku a-šé-e-kà ú-ul a-ta ta-šé-e-a-ni ,"Šalim-Aššur made us approach Amur-Ištạr, and Šalim-Aššur said to Amur-Ištar: Why have you seized the copper that was the proceeds from my textiles?"" Amur-Ištar answered: ""Yes, I have seized 4 talents of poor copper. I seized it without hinnaya's permission and without witnesses."" Šalim-Aššur said: ""Did you take copper from haburat?"" Amur-Ištar answered: ""I took what I could grab. But did you not seize my merchandise worth 10 minas of silver?"" Šalim-Aššur answered: ""I have seized nothing."" Amur-Ištar said: ""I have sent my servant to Zalpa. When my servant comes I shall discuss (further)."" Amur-Ištar continued: ""It is I who am suing you, not you who are suing me."" "
206,711,1,IGI MAR.TU-ba-ni IGI pu-šu-ki-in ,"Witnessed by Amurrum-bāni, by Pūšu-kēn."
207,711,2,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-a-tí-ma ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in," § The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. """
208,731,0,ša-lim-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma šu-ut-ma a-na šu-bé-lim ù en-na-sú-in-ma KÙ.BABBAR 1 GÚ ù 2 GÚ a-na ḫu-bu-ul a-bi-ku-nu i-na na-ru-qí-a ú-ša-qí-il₅ ba-a-nim ṭup-pé-e ša ḫu-bu-ul a-bi-ku-nu am-ra-ma KÙ.BABBAR-pí šu-uq-lá-nim um-ma šu-nu-ma ṭup-pu ú ma-aḫ-ru-ú ša a-bi-ni i-na ku-nu-uk šu-{d}EN.LÍL a-mur-IŠTAR ù šu-a-nim kà-an-ku-ma i-na a-lim{ki} i-ba-ší-ú šu-ma-ba i li-bi a-bi-ni ta-áb-tù-ra-am šál-ma-am i-na a-lim{ki} la-qá-am la ta-mu-a um-ma ša-lim-a-šùr-ma a-na šu-be-lim KÙ.BABBAR ša GÁN-lim a-na-ku pá-ḫu-ra-am qá-bi-a-ku mì-šu-um iš-tí DUMU da-da KÙ.BABBAR i ḫa-ḫi-im tal-qé um-ma šu-be-lúm-ma ke-na al-qé ù en-na-sú-in iš-a-al-ma um-ma šu-ut-ma mì-šu-ú i tí-me-el-ki-a KÙ.BABBAR tal-qé um-ma šu-ut-ma šu-ma al-qé a-da-gal-šu lá i-ba-ší a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,"Šalim-Aššur seized us and said to Šu-Bēlum and Enna-Suen: I have paid some 1 or 2 talents of silver for your father's debt out of my joint-stock capital. Come on, look at the tablets concerning your father's debt and pay me my silver."" They said: ""Our father's tablets and copies were sealed with the seals of Šu-Illil, Amur-Ištar and Šu-Anum, and they are in the City. If indeed you can establish anything as owed by our father, will you refuse to take the full amount in the City?"" Šalim-Aššur answered Šu-Bēlum: ""I have personally promised to collect the silver that is abroad. Why have you taken silver from Dada's son in hahhum?"" Šu-Bēlum answered: ""Yes, I took it."" So he asked Enna-Suen, saying: ""Why have you taken silver in Timel-kiya?"" He answered: ""I shall look whether I took any, but there is nothing."" § The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. "
209,731,1,IGI a-ku-za IGI lá-li-im IGI šu-ku-bi-im IGI a-šùr-i-mì-t,"Witnessed by Akuza, by Lalum, by Šu-Kūbum, by Aššur-imittī, by Itūr-ilī."""
210,731,2,,
211,746,0,10 ma-na KÙ.BABBAR ša i-dí-a-bu-um a-na kà-ri-im iḫ-bu-lu 1 ma-na-um 4 GÍN ni-iṣ-ḫi-ir-ma 9.3333 ma-na KÙ.BABBAR ṣa-ru-pá-am iš-tí ša-lim-a-ḫi-im i-dí-a-šùr DUMU ba-bi₄-lim ù PUZUR₄-a-šùr li-ma-an il₅-qé-ma iš-tù ḫa-mu-uš-tim ša a-ku-za 1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ú-ṣa-áb ,"Of the 10 minas of silver that Iddin-abum owes to the colony we deducted 4 shekels per mina and the two eponyms, Iddin-Aššur son of Babilum and Puzur-Aššur, received 9.3333 minas of refined silver from Šalim-ahum, and reckoned from the week of Akuza he will pay interest at the rate 1.5 shekel per month per mina. "
212,746,1,IGI a-šur-{d}UTU-ši IGI i-dí-a-šur DUMU a-šur-ma-lik,"Witnessed by Aššur-šamšī, by Iddin-Aššur son of Aššur-malik."
213,746,2,,
214,749,0,2 GÚ 16 ma-na AN.NA ku-nu-ki-a ù a-ḫa-ma 10.3333 ma-na KÙ.BABBAR ša ik-ri-be ša a-šùr 2 ANŠE ṣa-lá-ma-an ù u₄-nu-sú-nu 1 ku-ta-nu-um SIG₅ ša ša-tí-li mì-ma a-nim ša zu-ku-a a-ṣé-er ša ki-ma i-a-tí šu-ḫu-bur DUMU šál-ma-{d}IM da-da-a-a DUMU a-šùr-ba-ni ù a-šùr-ša-dí-li DUMU ì-lí-a-lim a-šùr-ša-dí-lí-ma ù-bi₄-il₅ um-ma a-na-ku-ma a-na ša ki-ma i-a-tí KÙ.BABBAR le-ru-ub-ma AN.NA lu-ṣí a-na i-ta-aṭ-li-im dí-na lá tù-ša-ra 6.5 GÍN KÙ.BABBAR a qá-tí-šu a-dí-in ,"2 talents 16 minas of tin under my seal plus further 10.3333 minas of silver from the votive offering to Aššur, 2 black donkeys and their harness, 1 good belonging to Šāt-ilī - all this belonging to Zukuwa - Aššur-šād-ilī brought to my representatives Šu-hubur son of Šalim-Adad, Dadaya son of Aššur-bāni and Aššur-šād-ilī son of Ilī-alūm. I said to my representatives: Only when the silver has come in may the tin go out. Sell for cash on delivery. Do not release on credit."" I gave 6.5 shekels of silver for his expenses. "
215,749,1,IGI a-lá-ḫi-im DUMU šál-ma-a-šur IGI PUZUR₄.IŠTAR DUMU im-dí-DINGIR IGI šu-be-lim DUMU šu-li IGI a-ta-ta DUMU en-na-nim,"Witnessed by Ali-ahum son of Šalim-Aššur, by Puzur-Ištar son of Imdi-ilum, by Šu-Bēlum son of Šuli, by Atata son of Ennānum."""
216,749,2,,
217,763,0,ṭup-pá-am ša a-lim{ki} ú ra-bi-ṣa-am ša be-li-a lá ú-na-aḫ a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,I shall not obstruct the tablet from the City and the attorney of my lord. The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. 
218,763,1,IGI ú-ṣú-ra-nim DUMU sá-li-a IGI a-šùr-ták-lá-ku DUMU a-šùr-mu-ta-bi-il₅,"Witnessed by Uṣurānum son of Salliya, by Aššur-taklāku son of Aššur-muttabbil."
219,763,2,,
220,770,0,a-wa-tù-šu-nu ša ša-lim-a-šùr šu-bé-lúm ki-ma DAM i-sú-rik₁₃ DUMU.MÍ i-sú-SUD ù DUMU.MÍ i-dí-a-bi-im ra-bi-ṣum ù šu-bé-lúm KI ša-lim-a-šùr ni-iš a-lim it-mu-ú-ma a-wa-tù-šu-nu gám-ra-ma a-na lu-qú-tim AN.NA ù TÚG.ḪI.A ša É a-šùr-bé-el-a-wa-tim i-pí-iq-du ša ma-lá dí-in a-lim šu-ku-bu-um ù a-ḫu-šu i-lu-ku-ni-ma ša-lim-a-šùr a-na lu-qú-tim AN.NA ù TÚG.ḪI.A ša-lim-a-šùr ù-kà-nu-ni a-šùr-ta-ak-lá-ku ra-bi-ṣú-um a-na lu-qú-tim a-ni-tim šu-bé-lúm a-ša-at i-sú-rik₁₃ DUMU MÍ i-sú-rik₁₃ ù DUMU MÍ i-dí-a-bi-im a-na ša-lim-a-šùr šu-ku-bi-im ù a-ḫi-šu ù-lá i-tù-ru šu-ma i-tù-ru šu-bé-lam ù ra-bi-ṣum ù-bu-bu-šu-nu ,"Their case concerning Šalim-Aššur - Šu-Bēlum for the wife of Issu-arik, the daughter of Issu-arik and the daughter of Iddin-abum, the attorney and Šu-Bēlum swore an oath on the City with Šalim-Aššur and their case was concluded: For the goods, the tin and textiles that have been entrusted in Aššur-bēl-awātim's house in accordance with the verdict of the City assembly Šu-Kūbum and his brother will come and confirm Šalim-Aššur for the goods, the tin and textiles. Aššur-taklāku was the attorney. Šu-Bēlum, the wife of Issu-arik, the daughter of Issu-arik and the daughter of Iddin-abum must not raise claim to these goods against Šalim-Aššur, Šu-Kūbum or his brother. If they do raise claim, Šu-Bēlum and the attorney will clear them. "
221,770,1,IGI {d}MAR.TU-ba-ni DUMU ma-na-na IGI a-šùr-i-dí DUMU mu-mu-lá-nim IGI šu-ku-bi-im DUMU a-šùr-i-dí IGI šu-ma-li-ba-a-šùr DUMU ku-us-ku-sí-im,"Witnessed by Amurrum-bāni son of Manana, by Aššur-idī son of Mumulānum, by Šu-Kūbum son of Aššur-idī, by Šumma-libba-Aššur son of Kuskusum."
222,770,2,,
223,786,0,i-nu-mì ku-ra ša-lim-a-šùr a-na ba-áb DINGIR-lim a-šu-mì KÙ.BABBAR ša ta-pá-ú-tim ša tù-um-li-a-i-um ḫa-bu-lu-ni-ma ú-šé-ri-da-šu-ni a-la-ḫu-um iš-tí be-el ed-ma-tim i-na ba-áb DINGIR-lim i-zi-iz a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-ìš i-dí-ni-a-tí-ma ṭup-pá-um IGI GÍR ša a-šùr ba-áb DINGIR-lim ni-dí-in ,"When Kura led Šalim-Aššur to the Gate of the God because of the silver of the partnership that the man from Tumliya owed, Ali-ahum stood with the shareholders in the Gate of the God. § The Kanesh colony gave us for these proceedings, and we gave a tablet before Aššur's dagger in the Gate of the God. "
224,786,1,IGI a-ku-za IGI MAR.TU-ba-ni IGI bu-zu-zi-im IGI lá-qé-ep,"Witnessed by Akuza, by Amurrum-bāni, by Buzuzum, by Lā-qēp."
225,786,2,, 
226,817,0,20 ma-na KÙ.BABBAR ṣa-ru-pá-am <gap> i-ṣé-er i-dí-a-bi₄-im šu-{d}EN.LÍL i-šu iš-tù ḫa-mu-uš-tim ša li-ba-a a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ú-ṣa-áb šu-ma lá-ma u₄-me-šu ṭup-pu-šu i-lá-pu-tù 5 ma-na KÙ.GI šu-mì šu-{d}EN.LÍL i-lá-pá-at ,"Iddin-abum owes 20 minas of refined silver to Šu-Illil. Reckoned from the week of Libbaya he must pay in 13 weeks. If he has not paid (in time), he must add interest at the rate 1.5 shekel per month per mina. If they write his tablet before his term is up, he shall book 5 minas of gold in the name of Šu-Illil. "
227,817,1,IGI a-mur-IŠTAR IGI en-nam-a-šùr,"Witnessed by Amur-Ištar, by Ennam-Aššur."
228,817,2,,
229,824,0,a ma-lá dí-in kà-ri-im kà-ni-iš TUR GAL en-um-ì-lí DUB.SAR iṣ-ba-at-ni-a-tí-ma a-na É e-lá-ma né-ru-ub-ma ku-nu-ki ša ma-ak-na-ki-im ni-iš-ru-ma i-na ma-ak-na-ki-im 10 né-zi-ib a-na 2-šé-ni-šu ta-ma-lá-ki-šu ša ṭup-pè a-gu₅-ú-a DUMU <gap> il₅-qé ,"In accordance with the verdict of the plenary Kanesh colony Ennam-ilī, the scribe, seized us wherepon we entered Elamma's house and broke the seals of the sealed room and we left (them) in the sealed room. Two boxes with tablets Akūa, son of Baziya took. "
230,824,1,IGI ma-sà-a DUMU a-šùr-ni-im-ri IGI ma-ṣí-ì-lí DUMU bu-zu-zi-im IGI a-mur-a-šùr DUMU a-šùr-DU₁₀,"Witnessed by Masaya, son of Aššur-nimrī, by Maṣi-ilī, son of Buzuzum, by Amur-Aššur, son of Aššur-ṭāb."
231,824,2,,
232,827,0,ša-lim-a-šùr ù šu-be-lúm DUMU i-dí-a-bi-im ni-kà-sí ma-aḫ-ri-ni i-sí-ú-ma 1 GÚ 13 ma-na URUDU lá-mu-na-am i-ṣé-er šu-be-lim ša-lim-a-šùr i-dí-i um-ma ša-lim-a-šùr-ma a-na šu-be-lim-ma i pí-i i-sú-ri-ik a-bi-a qá-tá-at a-bi-kà al-ta-pá-at lu i-ba-ba-tí-šu KÙ.BABBAR al-qé-ma a-na ḫu-bu-li-šu ú-ša-qí-il₅ lu i-na na-ru-qí-a KÙ.BABBAR ma-da-ma a-na ḫu-bu-ul a-bi-kà ú-ša-qí-il₅ al-kam ṭup-pí-a lu-kà-li-im-kà um-ma šu-be-lúm-ma we-da-am i-a-tí tù-la-ma-da-ni qá-dum a-ḫe-a-ma šé-a-ni ,"Šalim-Aššur and Šu-Bēlum son of Iddin-abum settled accounts before us, and Šalim-Aššur submitted 1 talent 13 minas of bad copper as a claim on Šu-Bēlum. On the orders of Issu-arik, my father, I wrote myself as your father's guarantor. I took silver from his outstanding claims and paid to cover his debt, and I paid a great deal of silver from my joint-stock capital for your father's debt. Come! Let me show you my tablets!"" Šu-Bēlum answered: ""You inform me alone. Sue me together with my brothers."" "
233,827,1,IGI PUZUR₄-a-šùr IGI en-na-nim ,"Witnessed by Puzur-Aššur, by Ennānum."
234,827,2,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš <gap> i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ṭup-pá-am ša ší-bu-tí-ni ni-dí-in," § The Kanesh colony gave us for these proceedings and we gave a tablet with our testimony before the dagger of Aššur. """
235,833,0,41 ma-na 11.5 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ki ša ki-ma šu-a-tí ú ku-nu-ki-a 3 né-pí-šu a-ḫa-ma 0.6666 ma-na 1 GÍN KÙ.BABBAR ša-du-a-sú mì-ma a-nim a-na šu-nu-nu ù ì-lí-áš-ra-ni áp-qí-id-ma a-ṣé-er ša-lim-a-šur a-na a-lim{ki} ub-lu a-ḫa-ma 5 GÍN KÙ.BABBAR a-na ú-ku-ul-tí-šu-nu a-dí-šu-nu-tí ,"41 minas 11.5 shekels of refined silver, sealed by his representatives and by me - in 3 packages; further, 0.6666 mina 1 shekel of silver, its transport tariff - all this I entrusted to Šu-Nūnu and Ilī-ašrannī, and they brought it to Šalim-Aššur in the City. Furthermore, I gave them 5 shekels of silver for their food. "
236,833,1,IGI a-ḫu-wa-qar DUMU šu-IŠTAR IGI ba-zi-a DUMU DINGIR-ku-ru-ub IGI a-šur-ta-ak-lá-ku DUMU qàr-da-a ,"Witnessed by Ahu-waqar son of Šu-Ištar, by Baziya son of Ilī-kurub, by Aššur-taklāku son of Qardaya."
237,833,2,a-ḫa-ma 10 GÍN KÙ.BABBAR a be-a-li-im a-na šu-nu-nu 7 GÍN KÙ.BABBAR a-na ì-lí-áš-ra-ni ma-aḫ-ri-šu-nu-ma a-dí-in," Furthermore, I gave 10 shekels of silver as a working-capital to Šu-Nūnu and 7 shekels of silver to Ilī-ašrannī witnessed by the same men."
