,row_index,segment_idx,akk,eng
177,177,0,KIŠIB ḫi-na-a KIŠIB i-ku-pí-a-šùr DUMU en-um-a-šur ,"Seal of hinnāya, seal of Ikuppi-Aššur, son of Ennam-Aššur,"
178,178,0,ša 1.5 ma-na KÙ.BABBAR me-eḫ-ra-at ba-áb-tí-šu ša lá-qé-ep e-lá-ma a-na lá-qé-ep ú-šé-bi-lu lá-qé-ep KÙ.BABBAR-áp-šu i-lá-qé ŠÀ.BA 5 GÍN KÙ.BABBAR ši-im 0.5 ku-ta-nim ṣa-ḫu-ru," that Elamma sent to Lā-qēp 1.5 mina of silver as counter value of Lā-qēp's outstanding claims. Lā-qēp will take his silver (and) from it 5 shekels of silver, the price of 0.5 -textile, have been deducted."
179,179,0,a-na a-la-ḫi-im ,To Ali-ahum; 
180,180,0,KIŠIB a-mur-IŠTAR,seal of Amur-Ištar.
181,181,0,KIŠIB i-dí-{d}IM DUMU a-šur-DU₁₀ KIŠIB šu-<gap> KIŠIB a-šur-<gap>-šu-um ,"Seal of Iddin-Adad son of Aššur-ṭāb, seal of Šu<gap>, seal of Aššur-<gap>"
182,183,0,KIŠIB zu-ba DUMU en-na-nim KIŠIB PUZUR₄-{d}IŠKUR DUMU i-dí-IŠTAR ,"Seal of Zuba, son of Ennānum, seal of Puzur-Adad, son of Iddin-Ištar;"
183,184,0,a-lá-bu-um DUMU zi-a tap-pá-i-ni a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma ṭup-pá-am IGI IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in," Ali-abum, son of Ziya, was our companion. For these words the Kaneš colony made us available and this tablet we gave as our testimony rendered before Aššur's dagger."
184,185,0,KIŠIB i-pí-lí-is KIŠIB a-šur-na-da DUMU a-mur-lu-sú KIŠIB la-qé-pí-im ,"Seal of Ippilis, seal of Aššur-nādā, son of Amur-ilūssu, seal of Lā-qēpum,"
185,186,0,ša e-la-ma ù id-na-a ma-aḫ-ri-ni ni-kà-sé i-sí-ú-ma 0.5 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pu-um ù 13.5 ma-na URUDU SIG₅ i-lí-bi na-a iš-tù ḫa-mu-uš-tim ša am-ri-a ù e-lá-lí ki-ma a-wa-at kà-ri-im a-na ṣí-ib-tim i-lá-ak-šum 1.5 ma-na KÙ.BABBAR ṣí-ib-tum pá-ni-tum 0.8333 ma-na KÙ.BABBAR gám-ru-um ša iš-ta-pu-ru-šu-ni i li-bi₄-šu-ma," that Elamma and Idnāya settled accounts in our presence (with the following result): 35 shekels of refined silver and 13.5 minas of refined copper are due by Idnāya. They become interest-bearing for him at the rate stipulated by the colony from the week-eponymy of Amriya and Elālī. 1.5 mina of silver, an earlier interest, (and) 0.8333 mina of silver, expenses, about which he wrote him repeatedly, he also owes."
186,187,0,KIŠIB a-šùr-ba-ni ,Seal of Aššur-bāni;
187,188,0,a-na šu-pè-e-nu-ma-an DUMU ma-lá <gap> a <gap>, to Šuppinuman son of Mala<gap>
188,189,0,KIŠIB ib-ni-{d}IM KIŠIB id-na-a KIŠIB a-zu-za-a ,"Seal of Ibnī-Adad, seal of Idnaya, seal of Azuzaya."
189,190,0,ša be-ú-lá-at PUZUR₄-ša-du-e ṭup-pu-um ša e-li-a-ni sà-ar ša ku-nu-ki ša i-ri-ší-im, Concerning Puzur-šadu'e's working capital: any tablet that may appear is invalid - one with Irišum's seal.
190,191,0,KIŠIB šu-nu-nu DUMU a-mur-IŠTAR KIŠIB zu-zu DUMU en-um-ì-lí KIŠIB {d}MAR.TU-ba-ni DUMU šu-lá-áb-ra-at KIŠIB šu-be-lim DUMU ili₅-ba-ni ,"Seal of Šu-Nūnu son of Amur-Ištar, seal of Zuzu son of Ennam-ilī, seal of Amurrum-bāni son of Šu-Ilabrat, seal of Šu-Bēlum son of Ilī-bāni."
191,192,0,<gap> ma-na KÙ.BABBAR i-ṣé-er šu-bé-lim DUMU ili₅-ba-ni i-ri-šum i-šu a-na 2 ITU.KAM i-ša-qal ITU.KAM na-ar-ma-ak a-šur ša ke-na-tim li-mu-um ša qá-tí a-mur-a-šur DUMU kà-ri-a šu-ma lá iš-qú-ul 3 GÍN.TA i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb," Šu-Bēlum son of Ilī-bāni owes <gap> minas of silver to Irišum. He will pay within 2 months. Month Narmak-Aššur-ša-kēnātim, eponymy after that of Amur-Aššur son of Karriya. If he has not paid he will add interest at the rate 3 shekels per month."
192,193,0,KIŠIB ba-ba-zu-a DUMU šu-a-nim KIŠIB DU₁₀-ṣí-li-a-šur DUMU a-li-li KIŠIB šu-IŠTAR DUMU a-šùr-lá-ma-sí ,"Seal of Babazua son of Šu-Anum, seal of Ṭāb-ṣill-Aššur son of Ali-ilī, seal of Šu-Ištar son of Aššur-lamassī."
193,194,0,a-na a-wa-tim a-ni-a-tim kà-ru-um du-ur-ḫu-mì-it i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in, The Durhumit colony gave us for these proceedings and we gave our testimony before Aššur's dagger.
194,195,0,KIŠIB lá-qé-ep DUMU šu-a-šur KIŠIB ku-ra DUMU i-dí-a-šur KIŠIB a-šur-lá-ma-sí ,"Seal of Lā-qēp son of Šu-Aššur, seal of Kura son of Iddin-Aššur, seal of Aššur-lamassī<gap>"
195,196,0,<gap> 12.5 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er lá-qé-ep DUMU šu-a-šur DAM.GÀR-ru-um i-šu iš-tù ḫa-muš-tim ša ku-da-tim ITU.KAM té-i-na-tim li-mu-um a-šur-ma-lik DUMU a-lá-ḫi-im DINGIR ša-pá-tám i-li-ik-ma i e-ra-bi₄-šu-ma i kà-né-eš ITU.2.KAM i-lá-ak-ma KÙ.BABBAR i-ša-qal šu-ma lá iš-qú-ul 1 ma-na-im 1 GÍN.TA ṣí-ib-tám i-na ITU.KAM-im ú-ṣa-áb ša-ni-um ṭup-pu-šu ," Lā-qēp son of Šu-Aššur owes 12.5 minas 5 shekels of refined silver to a merchant. Reckoned from the week of Kudātum, month Tē'inātum, eponymy Aššur-malik son of Ali-ahum, when the (moon-)god reached the fifteenth day, he will pay the silver 2 months after his arrival in Kanesh. If he has not paid in time, he must add interest at the rate of 1 shekel per mina per month. His second tablet: "
196,197,0,KIŠIB DINGIR-mu-ta-bi₄-il₅ DUMU a-mur-IŠTAR KIŠIB lá-qé-ep DUMU PUZUR₄-ša-du-e KIŠIB lá-qé-ep DUMU šu-a-šur ,"Seal of Ilī-muttabbil son of Amur-Ištar, seal of Lā-qēp son of Puzur-šadu'e, seal of Lā-qēp son of Šu-Aššur."
197,198,0,10 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er lá-qé-ep DUMU šu-a-šur DAM.GÀR-ru-um i-šu iš-tù ḫa-muš-tim ša i-tur₄-DINGIR DUMU a-mur-IŠTAR ITU.KAM bé-el-té-kà-lim li-mu-um ša qá-tí šu-sú-in KÙ.BABBAR a-na 12 ḫa-am-ša-tim i-ša-qal šu-ma i ma-lá u₄-me-šu KÙ.BABBAR lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám a-na ma-na-im i-na ITU.KAM-im ú-ṣa," Lā-qēp son of Šu-Aššur owed 10 minas of refined silver to a merchant. Reckoned from the week of Itūr-ilī son of Amur-Ištar, month Bēlat-ekallim, eponymy after Šu-Suen, he must pay the silver within 12 weeks. If he has not paid the silver within his stipulated term, he must add interest in accordance with the rule of the colony per mina per month."
198,199,0,KIŠIB a-ba-ba ,Seal of Ababa;
199,200,0,a-na a-lá-ḫi-im DUMU šál-ma-a-šur, to Ali-ahum son of Šalim-Aššur.
200,201,0,KIŠIB en-um-a-šur DUMU IŠTAR-lá-ma-sí KIŠIB in-ba-a-šur DUMU pì-lá-aḫ-sú-in KIŠIB PUZUR₄.IŠTAR DUMU DINGIR-na-da ,"Seal of Ennam-Aššur, son of Ištar-lamassī, seal of Inib-Aššur, son of Pilah-Suen, seal of Puzur-Ištar, son of Ilī-nādā."
201,202,0,3 GÍN KÙ.BABBAR i-ṣé-er PUZUR₄.IŠTAR DUMU DINGIR-na-da DAM.GÀR i-šu iš-tù ḫa-mu-uš-tim ša šu-ku-bi-im ú ka-zi-a 22.5 ŠE i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb ITU.KAM ma-ḫu-ur-DINGIR li-mu-um ša qá-té {d}IŠKUR-ba-ni," 3 shekels of silver Puzur-Ištar, son of Ilī-nādā owes to the creditor. From the week of Šu-Kūbum and Kaziya he will add 1 / 8 shekel per month as interest. Month IV, eponymy of the successor of Adad-bāni."
202,203,0,KIŠIB ì-lí-áš-ra-ni DUMU a-šur-DU₁₀ KIŠIB šu-sú-in DUMU da-dí-im KIŠIB e-nu-bé-lúm ,"Seal of Ilī-ašranni, son of Aššur-ṭāb, seal of Šu-Suen, son of Dadum, seal of Ennam-Bēlum,"
203,204,0,ša ší-tí ša ḫu-bu-ul ir-ma-a-šur i-na ITU.1.KAM bé-el-tí-É.GAL li-mu-um ša qá-té a-šur-na-da a-na <gap> nim i-ša-qal šu-ma lá iš-qúl 1.5 GÍN.TA 1 ma-na-um ki-ma a-wa-at kà-ri-im ṣí-ib-tám i-na ITU.KAM-im ú-ṣa-áb," of the remainder of the debt of Ir'am-Aššur. In month I, eponymy of the successor of Aššur-nādā, to / within <gap> he will pay, If he does not pay 1.5 shekels per mina, in accordance with the regulation of the colony he will add as interest per month."
204,205,0,KIŠIB ḫa-nu-nu-DUB.SAR ,"Seal of hanunu,"
205,206,0,li-ip-tí-IŠTAR DUMU lá-li-im ù ú-ṣur-ša-IŠTAR a-na a-la-ḫi-im DUMU šál-ma-a-šur," scribe, of Lipit-Ištar son of Lālum and of Uṣur-ša-Ištar; to Ali-ahum son of Šalim-Aššur. "
206,207,0,KIŠIB a-šùr-e-mu-qí KIŠIB en-nam-a-šùr DUMU me-na-a KIŠIB i-dí-a-bi-im ,"Seal of Aššur-emūqi, seal of Ennam-Aššur son of Menaya, seal of Iddin-abum."
207,208,0,ša ḫu-bu-ul i-dí-a-bi-im 13 ma-na KÙ.BABBAR ṣa-ru-pá-am iš-tù ḫa-mu-uš-tim ša kàr-ri-a a-na 36 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na ma-na-im ú-ṣa-áb ša a-mur-IŠTAR ù a-šùr-i-mì-tí," Concerning the debt of Iddin-abum of 13 minas of refined silver. Reckoned from the week of Karriya he must pay within 36 weeks. If he has not paid (in time), he must pay interest at the rate 1.5 shekel per month per mina. Concerning Amur-Ištar and Aššur-imittī."
208,209,0,KIŠIB DINGIR-na-da DUMU ba-zi-a KIŠIB en-nam-a-šùr DUMU kà-ri-a KIŠIB ki-ta-a ,"Seal of Ilī-nādā, son of Baziya, seal of Ennam-Ašsur, son of Kariya, seal of Kitaya,"
209,210,0,ša 0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am ša e-lá-ma ki-ta-a i-bé-el iš-tí KÙ.BABBAR uk-ta-al šu-ma a-e-ša-ma ú-da-pí-ir 1 GÍN.TA i-na ITU.1.KAM i-ma-nu-šu," that Kitaya will manage 0.5 mina of silver belonging to Elamma. He is held by the silver. If he goes away to somewhere else, he will charge him 1 shekel per month."
210,211,0,KIŠIB {d}MAR.TU-ba-ni DUMU šu-{d}NIN.ŠUBUR ,Seal of Amurrum-bāni son of Šu-Ilabrat.
211,212,0,ṭup-pu-um ša ší-bu-tí-a ša IGI šu-ga-ri-a-e ša a-šur wa-bar-tum ša ša-mu-ḫa i-dí-ni-ma ší-bu-tí a-dí-in, The tablet with my testimony before the šugarri'ā'u of Aššur. The station at Šamuha gave me and I gave my testimony.
212,213,0,KIŠIB i-ku-pí-a DUMU e-dí-na-a KIŠIB i-ri-ší-im DUMU a-mur-{d}UTU KIŠIB {d}UTU.DU₁₀ DUMU am-ri-a ,"Seal of Ikūn-pīya son of Eddinaya, seal of Irišum son of Amur-Šamaš, seal of Šamaš-ṭāb son of Amriya."
213,214,0,<gap> ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er {d}UTU.DU₁₀ ḫu-dí-da tí-šu iš-tù ḫa-muš-tim ša pu-šu-ke-en₆ ù PUZUR₄-a-šur a-na 3 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb ITU.KAM ṣí-ip-im li-mu-um e-lá-lí KÙ.BABBAR ša DAM.GÀR-ri-im," Šamaš-ṭāb owes <gap> minas of refined silver to hudida. Reckoned from the week of Pūšu-kēn and Puzur-Aššur he must pay within 3 weeks. If he has not paid, he must add interest in accordance with the rule of the colony. Month Ṣip'um, eponymy Elāli. The silver belongs to a merchant."
214,215,0,KIŠIB pá-ru-ur-tim ,Seal of Parrurtum;
215,216,0,a-na i-dí-a-bi-im DUMU na-ar-me-a, to Iddin-abum son of Narmea.
216,217,0,KIŠIB PUZUR₄-a-šur DUMU i-ku-pí-a KIŠIB dan-a-šur DUMU PUZUR₄-a-šur KIŠIB pè-ru-a DUMU šu-up-ip-ra KIŠIB pè-ru-a DUMU a-ra-wa KIŠIB za-ba DUMU ḫa-nu KIŠIB lu-lu DUMU ḫa-bi ,"Seal of Puzur-Aššur, son of Ikūn-pīya, seal of Dān-Aššur, son of Puzur-Aššur, seal of Peruwa, son of Šuppibra, seal of Peruwa, son of Arawa, seal of Zaba, son of hanu, seal of Lullu, son of hapi,"
217,218,0,lu-lu DUMU ḫa-bi ša IŠTAR-lá-ma-sí DAM ku-ni-lim e-ḫu-zu iš-tù a-wi-il₅-tum me-ta-at-ni a-wa-tù-šu-nu i-gi₅-im-ra-ma lu gám-ra-am ša a-na a-wi-il₅-tim ig-mu-ru lu a-na ì-lí-a ša a-na ki-šar-ší-im i-ni-id-ú lu-lu gám-ra-am ig-mu-ru lu ša a-wi-il₅-tim lu a ša ì-lí-a a-na mì-ma šu-um-šu a-na me-er-e ḫa-ni-im lu-lu DUMU ḫa-be lá i-tù-ar," <that is> Lullu, son of hapi, who had married Ištar-lamassī, wife of Kūn-ilum. After the lady had died, their affairs were were settled and for the expenses made for the lady, and those made for Iliya, who had been thrown into jail <and> whose expenses Lullu had paid, for both those made for the lady, and those made for Iliya, Lullu, son of hapi, will not raise any claims against the sons of hanum."
218,219,0,a-na ša ki-ma i-a-tí ù bé-lá-nim ,To my representatives and Bēlānum; 
219,220,0,KIŠIB en-um-a-šur,seal of Ennam-Aššur.
220,221,0,KIŠIB kà-ri-im ,Seal of the
221,222,0,kà-ni-iš kà-ru-um dí-nam i-dí-in-ma ša-lim-a-šùr ṭup-pí-šu ù mì-ma KÙ.BABBAR a-na ḫu-bu-ul i-dí-a-bi-im ú-ša-qí-lu ŠU.NÍGIN KÙ.BABBAR a-na me-er-e i-dí-a-bi-im i-qá-bé um-ma šu-ut-ma KÙ.BABBAR a-nàm a-ḫa-a ú-ša-qí-il₅," Kanesh colony: The colony has passed a verdict stating that Šalim-Aššur shall mention to Iddin-abum's sons his tablets and what silver he has paid to cover Iddin-abum's debt - all the silver, saying: This silver I paid in different places."" """
222,223,0,KIŠIB {d}IŠKUR-pí-la-aḫ DUMU a-ni-nim KIŠIB a-šur-lá-ma-sí DUMU la-qé-eb KIŠIB na-zi DUMU PUZUR₄-ba-ni-ni ,"Seal of Adad-pilah, son of Anīnum, seal of Aššur-lamassī, son of Lā-qēp, seal of Nazi, son of Puzur-banini."
223,224,0,3 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-šur-lá-ma-sí DUMU la-qé-ep e-lá-ma i-šu iš-tù ḫa-muš-tim ša e-lá-ma ú zu-ba a-na 24 ḫa-am-ša-tim i-ša-qal šu-ma i-na u₄-me-šu ma-al-ú-tim lá iš-qú-ul 1.5 GÍN.TA a-na 1 ma-na-im i-na ITU.KAM-im ṣí-ib-tám ú-ṣa-áb ITU.KAM be-el-tí-É.GAL-lim li-mu-um ša qá-té šu-ḫu-bu-ur 8 ma-na KÙ.BABBAR i-ṣé-er šu-li DUMU PUZUR₄-a-be-eḫ e-lá-ma i-šu 1.5 GÍN.TA ṣí-ib-tám i-na ITU.KAM-im a-na 1 ma-na-im ú-ṣa-áb li-mu-um ša qá-té ba-zi-a DUMU šé-ep-a-lim ," 3 minas of refined silver Aššur-lamassī, son of Lā-qēp, owes to Elamma. He will pay within 24 months from the week of Elamma and Zuba. If he does not pay when his term is up, he will add as interest 1.5 shekel per mina per month. Month I, eponymy of the successor of Šu-hubur. 8 minas of refined silver Šuli, son of Puzur-Abeh, owes to Elamma. He will add as interest 1.5 shekel per mina per month. Eponymy of the successor of Baziya, son of Šēp-ālim. "
224,225,0,KIŠIB DINGIR-ba-ni DUMU ib-ni-lí KIŠIB a-šur-ma-lik DUMU PUZUR₄-a-šur KIŠIB i-dí-a-šur DUMU PUZUR₄-a-be-eḫ ,"Seal of Ilī-bāni, son of Ibni-ilī, seal of Aššur-mālik, son of Puzur-Aššur, seal of Iddin-Aššur, son of Puzur-Abeh!."
225,226,0,4 GÚ 32 ma-na URUDU ḫa-bu-ra-ta-am i-ṣé-er i-dí-a-šur DUMU PUZUR₄-a-be-eḫ e-lá-ma i-šu iš-tù ḫa-muš-tim ša a-šur-re-ṣí a-na 14 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-t," 4 talents 32 minas of copper from haburata Iddin-Aššur, son of Puzur-Abeh, owes to Elamma. He will pay within 14 weeks from the week of Aššur-rēṣī. If he does not pay he will add interest in conformity with the rule of the colony.  "
226,227,0,KIŠIB lá-qé-pì-im DUMU i-zi-za-am-DINGIR ,"Seal of La-qēpum, son of Izzizam-ilī."
227,228,0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-na-ni-ma IGI GÍR ša a-šùr <gap>, For these words the Kanesh colony made me available and before Aššur's dagger I gave my testimony.
228,229,0,KIŠIB en-um-a-šur DUMU šu-{d}EN.LÍL KIŠIB šu-IŠTAR DUMU šu-ki-tim,"Seal of Ennam-Aššur son of Šu-Illil, seal of Šu-Ištar son of Šukkutum."
229,230,0,KIŠIB šu-IŠTAR DUMU šu-a-a ,Seal of Šu-Ištar son of Šuaya.
230,231,0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-ma IGI GÍR ša a-šur ší-bu-tí a-dí-in DINGIR-ba-ni DUMU ú-zu-a tap-pá-i, The Kanesh colony gave me for these proceedings and I gave my testimony before Aššur's dagger. Ilī-bāni son of Uzuwa was my absent partner.
231,232,0,KIŠIB i-dí-a-bi₄-im DUMU i-tur₄-DINGIR KIŠIB ú-nu-ba KIŠIB a-ší-a-at ,"Seal of Iddin-abum son of Itūr-ilī, seal of Unuba, seal of Ašiat."
232,233,0,15 ma-na URUDU ma-sí-a-am i-ṣé-er ú-nu-ba ú a-ší-a-at wa-ar-dí ša dan-a-šur lu-zi i-šu iš-tù ḫa-mu-uš-tim ša {d}MAR.TU-ba-ni ú a-šur-na-da a-na 4 ḫa-am-ša-tim i-ša-qú-lu i-na áb-na-tí-ni i-ša-qú-lu šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣú-bu ITU.KAM ḫu-bu-ur li-mu-um i-dí-a-bu-um," Unuba and Ašiat, Dan-Aššur's slaves, owe 15 minas of washed copper to Luzi. Reckoned from the week of Amurrum-bāni and Aššur-nādā they must pay within 4 weeks. They must pay using our weight stones. If they have not paid (in time) they must add interest in accordance with the rule of the colony. Month hubur eponymy Iddin-abum."
233,234,0,a-na a-lá-ḫi-im ú a-šùr-ma-lik ,To Ali-ahum and Aššur-malik; 
234,235,0,KIŠIB i-dí-a-bi-im,Seal of Iddin-abum.
235,236,0,KIŠIB la-qé-pì-im DUMU a-šur-ma-lik KIŠIB dan-a-a DUMU a-ta-a KIŠIB im-dí-DINGIR DUMU šu-lá-ba-an ,"Seal of Lā-qēpum, son of Aššur-mālik. seal of Dannaya, son of Ataya, seal of Imdī-ilum, son of Šu-Labān,"
236,237,0,ša 10 ma-na AN.NA ša i-ku-pì-IŠTAR a-na e-lá-ma i-di-nu 1.6666 ma-na KÙ.BABBAR im-dí-DINGIR il₅-qé šu-ma um-me-a-nu i-ku-pì-IŠTAR ú-la me-er-ú-šu a-na e-lá-ma i-tù-ru im-dí-DINGIR ú-ba-áb-šu, that for the 10 minas of tin that Ikūn-pī-Ištar had given to Elamma Imdī-ilum received 1.6666 mina of silver. If the investors of Ikūn-pī-Ištar or his sons raise a claim against Elamma Imdī-ilum will clear him.
237,238,0,KIŠIB {d}MAR.TU-ba-ni DUMU ma-na-na KIŠIB pu-šu-ke-en₆ DUMU sú-e-a ,"Seal of Amurrum-bāni son of Manana, seal of Pūšu-kēn son of Sueyya."
238,239,0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dì-ni-a-tí-ma IGI GÍR ša {d}a-šùr ší-bu-tí-ni ni-dí-in, The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. 
239,240,0,KIŠIB šu-be-lim DUMU i-sú-rik₁₃ ,Seal of Šu-Bēlum son of Issu-arik;
240,241,0,a-na en-na-sú-in a-ḫi-šu ú a-lá-ḫi-im DUMU šál-ma-a-šur, to his brother Enna-Suen and to Ali-ahum son of Šalim-Aššur.
241,242,0,KIŠIB IŠTAR-pá-li-il₅ DUMU šu-ku-bi₄-im KIŠIB ni-mar-IŠTAR DUMU ba-la KIŠIB a-bu-ša-lim DUMU ì-lí-a-lúm ,"Seal of Ištar-pālil, son of Šu-Kūbum, seal of Nimar-Ištar, son of Bala, seal of Abu-šalim, son of Ilī-ālum."
242,243,0,0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er IŠTAR-pá-li-il₅ DUMU šu-ku-bi₄-im DAM.GÀR-ru-um i-šu iš-tù ḫa-muš-tim ša {d}EN.LÍL-ba-ni ITU.KAM ṭí-i-na-tim 1 GÍN.TA i-na ITU.KAM a-na KÙ.BABBAR a-nim ṣí-ib-tám ú-ṣa-áb li-mu-um ḫa-na-na-ru-um ," 0.5 mina of refined silver Ištar-pālil, son of Šu-Kūbum, owes to the creditor. From the week-eponymy of Ellil-bāni, month X, he will add 1 shekel per month for this silver. Eponymy of hanna-nārum. "
243,244,0,KIŠIB IŠTAR-pá-li-il₅ DUMU šu-ku-bi₄-im KIŠIB a-šùr-iš-ti-kál DUMU ḫi-na-a KIŠIB a-lá-ḫi-im DUMU sú-sà-a-a KIŠIB PÚZUR.IŠTAR DUMU šu-ku-bi₄-im KIŠIB be-lúm-ba-ni DUMU ga-zi-a KIŠIB áb-ša-lim ,"Seal of Ištar-pālil, son of Šu-Kūbum, seal of Aššuriš-tikal, son of hinnāya, seal of Ali-ahum, son of Susāya, seal of Puzur-Ištar, son of Šu-Kūbum, seal of Bēlum-bāni, son of Gaziya, seal of Ab-šalim,"
244,245,0,DAM a-lá-ḫi-im 0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er IŠTAR-pá-li-il₅ áb-ša-lim DAM a-lá-ḫi-im ù DUMU-e a-lá-ḫi-im DAM.GÀR i-šu iš-tù ḫa-mu-uš-tim ša ḫa-na-a ITU.KAM kán-war-ta 0.5 GÍN.TA ṣí-ib-tám i-na ITU.KAM a-na 1 ma-na-im ú-ṣú-bu KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu ú ke-ni-šu-nu ra-ki-is li-mu-um ḫa-na-na-ru-um i ša-ḫa-at áb-ša-lim ú me-er-e a-," the wife of Ali-ahum. 0.5 mina of refined silver Ištar-pālil, Ab-šalim, the wife of Ali-ahum, and the sons of Ali-ahum owe to the creditor. From the week-eponymy of hanāya, month IX, they will add 1.5 shekel as interest per month per mina. The silver is bound on the one of them who is solvent and reliable. Eponymy of hanna-nārum."
245,246,0,a-na en-nu-um-a-šur ,To Ennam-Aššur; 
246,247,0,KIŠIB a-mur-IŠTAR ,seal of Amur-Ištar.
247,248,0,3 ma-na URUDU ú 2 GÍN KÙ.BABBAR a-<gap>, 3 minas of copper and 2 shekels of silver <gap>
248,249,0,a-na en-nam-a-šùr ,To Ennam-Aššur; 
249,250,0,KIŠIB IŠTAR-ra-bi₄-a-at,seal of Ištar-rabi'at.
250,251,0,KIŠIB DINGIR-tap-pá-a DUMU id-na-a KIŠIB a-ba-ta-na-nim DUMU a-šur-UTU-ši KIŠIB i-di-sú-in DUMU a-šùr-DU₁₀ ,"Seal of Ilī-tappā, son of Idnāya, seal of Abatanānum, son of Aššur-šamšī, seal of Iddin-Suen, son of Aššur-ṭāb."
251,252,0,<gap> GÍN KÙ.BABBAR sa-ru-pá-am i-ṣé-er a-ba-ta-na-nim e-lá-ma i-šu ITU.KAM áb-ša-ra-nu li-mu-um DINGIR-šu-GAL DUMU ba-zi-a a-na <gap> ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ú-ṣa-áb," <gap> shekels of refined silver Abatanānum owes to Elamma. Month V, eponymy of Ilšu-rabi, son of Baziya. Within <gap> weeks he shall pay; if he does not pay he will add interest in accordance with the rule of the colony."
252,253,0,KIŠIB ku-la a-ḫu-ú šu-ku-tim KIŠIB PUZUR₄-tí-a-am-tim DUMU IŠTAR-pá-li-il₅ KIŠIB en-um-a-šur DUMU kà-ri-a KIŠIB en-na-sú-in DUMU i-dí-a-bi-im KIŠIB a-nu-li ,"Seal of Kula brother of Šukkutum, seal of Puzur-Ti'amtum son of Ištar-pālil, seal of Ennam-Aššur son of Karria, seal of Enna-Suen son of Iddin-abum, seal of Anuli"
253,254,0,a-ḫi-šu lu-qú-tám ša ša-lim-a-šur ša i-na ḫa-ḫi-im É i-sú-ri-ik ù me-er-ú i-dí-a-bi-im iṣ-bu-tù-ni-ma a ma-lá ṭup-pí-im ša dí-in a-lim{ki} ša kà-ku-a ub-lá-ni a-na lu-qú-tim ší-a-tí en-na-sú-in ù a-nu-li a-na ša-lim-a-šur ú-lá i-tù-ru," his brother. As to the goods belonging to Šalim-Aššur that were in hahhum in the house of Issu-arik, and which the sons of Iddin-abum seized - in accordance with the tablet with a verdict of the City that Kakuwa brought, Enna-Suen and Anuli must not raise claim against Šalim-Aššur with respect to these goods. "
254,255,0,a-na ni-ni ú i-lá-áb-ra-at-ba-ni ,To Nini and Ilabrat-bāni; 
255,256,0,KIŠIB ku-ni-lá ,seal of Kunila.
256,258,0,<gap> a-lim <gap> be-lá-nim <gap> KIŠIB a-ta-ta <gap> GÍN KÙ.BABBAR SAḪAR.BA i-ṣé-er DUMU a-šur-{d}UTU-ši DAM.GÀR i-šu iš-tù ITU.KAM ḫu-bur a-na ITU-<gap>-KAM i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb wa-bi-il₅ ṭup-pí-im šu-ut DAM.GÀR li-mu-um a-šùr-mì-ti DUMU i-dí-IŠTAR ,"<gap>-ālim <gap>Bēlānum <gap> seal of Atata <gap> shekels of 'dust silver' <gap>, son of Aššur-šamšī, owes to the creditor. From month VI he will pay in <gap> months. If he does not pay he will add interest in accordance with the rule of the . The bearer of the tablet is the creditor. Eponymy of Aššur-imittī, son of Iddin-Ištar. "
257,259,0,KIŠIB en-um-a-šùr DUMU a-ba-<gap> KIŠIB <gap> DUMU a-mur-IŠTAR KIŠIB a-bi-a-a DUMU ú-zu-a ,"Seal of Ennum-Aššur, son of Aba<gap>, seal of <gap>, son of Amur-Ištar, seal of Abiaya son of Uzua."
